Date,City,State,Dead,Injured,Total,Description
05-09-2018,Omaha,Nebraska,0,4,4,Four people were injured in a suspected drive-by shooting outside an apartment complex.
05-09-2018,St. Louis,Missouri,0,4,4,Four people were wounded in a shooting.
04-09-2018,Vallejo,California,0,4,4,Four people were injured in a shooting outside an apartment complex.
03-09-2018,Yountville,California,5,0,5,Yountville Shooting: A man entered the Veterans Home of California and held three staff members hostage. He killed the three staff members  before killing himself in a murder–suicide.
03-09-2018,Wadesboro,North Carolina,3,1,4,A man killed three people and injured one other in a shooting at a restaurant and bar. He was arrested two days later.
27-08-2018,Pine Bluff,Arkansas,1,3,4,"An unidentified individual fired from a vehicle on a group of people standing outside a home, killing one and injuring three."
26-08-2018,Wichita Falls,Texas,1,3,4,"One person was killed and three others were wounded inside a residence. Authorities took a man into custody in connection with the shooting. According to reports, the deceased victim was shot in the chest."
26-08-2018,Jacksonville,Florida,3,11,14,"Jacksonville Landing Shooting: A gunman killed two people and wounded eleven more at a Madden NFL 19 competition before killing himself. The shooter was identified as David Katz, an individual who had reportedly been eliminated from the competition before the shooting."
25-08-2018,Richmond,Virginia,0,6,6,"Five people were shot and wounded during an armed robbery of Liquid Café. One other individual had an unspecified injury ""by other means"" than gunfire."
25-08-2018,Nashville,Tennessee,1,4,5,Two gunmen reportedly shot five people outside a residence. One victim was shot in the chest and later died at Vanderbilt University Medical Center.
23-08-2018,Philadelphia,Pennsylvania,0,4,4,Four people were injured during a shooting in the Oxford Circle neighborhood of Philadelphia.
22-08-2018,St. Louis,Missouri,0,4,4,"A rapper's tour van ""came under fire"" on I-64 after a concert at around 11:05 PM. Four people were injured. It's not clear if the rapper himself was shot."
21-08-2018,Memphis,Tennessee,0,6,6,"Six people were wounded by gunfire in a shooting outside of an apartment complex, following a large fight in the same location the previous day. One of the wounded men was arrested, but charges against him were later dropped."
20-08-2018,Cleveland,Ohio,1,3,4,A fight over drugs resulted in one person being killed and three others being wounded.
20-08-2018,Jackson,Tennessee,1,4,5,Five people were injured in a shooting at a bar. One of the victims later died of his injuries.
19-08-2018,Detroit,Michigan,1,3,4,One person was killed and three others were wounded in a drive-by shooting at a family gathering.
19-08-2018,Chicago,Illinois,0,5,5,Five were wounded in a shooting after a softball game in the Grand Crossing neighborhood of Chicago.
18-08-2018,Trenton,New Jersey,0,5,5,"Four people were wounded by gunfire following an event where school supplies were distributed to children. A fifth person, a child, received minor injuries after being struck by a dirt bike operated by one of the attackers."
18-08-2018,New York City,New York,0,4,4,Four people were injured during gunfire during a drive-by shooting following a fight in a Bronx lounge.
17-08-2018,Chicago,Illinois,0,7,7,Seven people were wounded in a shooting in the Englewood neighborhood of Chicago.
15-08-2018,Greenwood,South Carolina,0,5,5,Five people were injured when they were shot during a backyard gathering to mourn the death of a family member who had died in a car accident earlier that month.
14-08-2018,Wyncote,Pennsylvania,0,5,5,"After a dispute at a grocery store checkout line, a man pulled a handgun from his sister's waistband and wounded five people. The suspect was arrested."
12-08-2018,New York City,New York,0,5,5,Five people were wounded outside of a nightclub in Queens after a dispute inside the club.
10-08-2018,Birmingham,Alabama,0,4,4,Four people were injured when a person in a vehicle fired shots at them at an apartment complex.
08-08-2018,Paterson,New Jersey,0,4,4,Four people were wounded by a gunman.
08-08-2018,Philadelphia,Pennsylvania,2,4,6,Two people were killed and four were injured in a drive-by shooting in North Philadelphia.
07-08-2018,Memphis,Tennessee,0,4,4,Four people were injured in a shooting.
07-08-2018,Lowndes County,Alabama,0,6,6,"Six people, including a suspect, were wounded during a shooting at a bar."
04-08-2018,Hickory,North Carolina,1,3,4,"Several people fired hundreds of rounds outside of a bar, killing one person and injuring three others. Three men were arrested."
04-08-2018,Miami,Florida,2,2,4,Two people were killed and two were wounded in a shooting in the Liberty City neighborhood of Miami.
31-07-2018,Gardena,California,2,3,5,"After becoming upset at a party, a man killed one person and wounded three others, including his girlfriend. He was driven from the scene by his friend and his friend's wife. He later shot and killed his friend, but his attempt to kill his friend's wife failed when his gun malfunctioned."
30-07-2018,Chicago,Illinois,0,4,4,Four people were injured in a drive-by shooting.
30-07-2018,Savannah,Georgia,0,4,4,Four people were injured when shots were fired during a dispute in a parking lot.
29-07-2018,Lansing,Michigan,0,4,4,Four people were injured when they were shot after a fight broke out.
29-07-2018,York,Pennsylvania,0,4,4,Four people were injured in a shooting.
29-07-2018,Phoenix,Arizona,1,4,5,One person was killed and four were injured in a shooting following a verbal altercation at an inn.
28-07-2018,New Orleans,Louisiana,3,7,10,Two gunmen killed three people and injured seven others in a shooting at a daiquiri shop.
28-07-2018,Los Angeles,California,2,4,6,Two people were killed and six were injured in a drive-by shooting by a liquor store.
27-07-2018,Chicago,Illinois,0,4,4,Three children and an adult were injured in a shooting.
27-07-2018,Robstown,Texas,5,0,5,"A man killed his father and stepmother, as well as their adopted son and his stepmother's son, before killing himself in a murder–suicide at a nursing home."
26-07-2018,Cleveland,Ohio,1,6,7,One person was killed and six were injured in a shootout involving multiple gunmen at a bar after the filming of a rap music video.
26-07-2018,Oakland,California,2,2,4,"A gunman shot at a moving car, killing two occupants and injuring the other two."
26-07-2018,Dallas,Texas,0,6,6,Six people were injured in a drive-by shooting.
25-07-2018,New Orleans,Louisiana,0,4,4,Four people were injured when a truck pulled up beside a car and one or more of its occupants began shooting. A suspect was arrested.
23-07-2018,Chicago,Illinois,0,5,5,Five people were wounded when someone began firing at them while they stood on a sidewalk.
21-07-2018,Baltimore,Maryl,0,4,4,Four people were wounded in a shooting.
21-07-2018,Chicago,Illinois,2,5,7,Two people were killed and five injured when they were shot by four gunmen in a park.
20-07-2018,Sunnyside,Washington,1,4,5,One person was killed and four were injured after a shooter opened fire into a backyard party.
20-07-2018,Elizabeth,New Jersey,0,4,4,Four people were wounded when three gunmen began shooting at them at a restaurant.
18-07-2018,Oklahoma City,Oklahoma,0,4,4,"Four people were wounded when shots were fired during a large fight in an apartment complex. Four people were arrested on other charges, but the shooter or shooters were not identified."
16-07-2018,Palm Beach Gardens,Florida,2,4,6,Two people were killed and four others were injured when a gunman began shooting at them while they were standing in a yard.
16-07-2018,Philadelphia,Pennsylvania,1,4,5,Two gunmen killed one person and injured four others.
16-07-2018,Washington,District of Columbia,1,4,5,"Masked men drove up in a car and began shooting into a crowd, killing a ten-year-old girl and injuring three others. Three people were arrested in relation to the shooting."
15-07-2018,Chattanooga,Tennessee,0,5,5,Five people were injured when a shooter fired into a group of people gathered in a parking lot outside a club.
15-07-2018,Denver,Colorado,0,4,4,Four people were wounded during a shooting following a fight at a party.
14-07-2018,Fort Washington,Maryl,0,4,4,Four people were injured in a shooting.
13-07-2018,Richmond,Virginia,1,3,4,One person was killed and three people were wounded in a shooting outside a nightclub in Scott's Addition.
11-07-2018,Thousand Oaks,California,13,16,29,"Thousand Oaks shooting: A man entered a bar hosting a student line-dancing event and killed twelve people, including a police officer. Sixteen other people were injured, one of them by gunfire. The gunman then killed himself."
07-07-2018,Wetumpka,Alabama,3,2,5,A man killed his wife and one of his children and wounded his other two children before setting the house on fire and killing himself in a murder–suicide.
05-07-2018,San Diego,California,0,5,5,Two men approached a group of people and wounded four people. A fifth victim was shot and wounded several blocks away. Police believe the first attack was gang-related.
03-07-2018,Hurtsboro,Alabama,2,2,4,A man entered a restaurant and killed the restaurant's owner and wounded three others. He was later taken into custody by police.
02-07-2018,Lake Worth,Florida,3,3,6,A man killed two people and injured three others in a series of shootings before being shot and killed by a police officer.
01-07-2018,Plantation,Florida,0,4,4,Four people were wounded while leaving a private party.
01-07-2018,Union Springs,Alabama,1,5,6,A shooting on US Highway 29 led to the shooting of another person at a local hospital. One person was killed and five others were wounded. Three suspects were arrested.
