index,_pos
690,"array([6.52692741, 4.10259584])"
691,"array([6.51455914, 4.07668264])"
692,"array([6.55873385, 4.09110762])"
693,"array([6.55439698, 4.06861066])"
694,"array([6.6982481 , 4.12226665])"
695,"array([6.58025423, 4.10802286])"
696,"array([6.5842405 , 4.05581068])"
697,"array([6.6874635 , 4.10427893])"
698,"array([6.68419218, 4.06729893])"
699,"array([6.63307011, 4.02696142])"
700,"array([6.73185115, 4.08634741])"
701,"array([6.72983765, 4.05163902])"
702,"array([6.72127048, 4.0125594 ])"
703,"array([6.70892712, 3.99829146])"
704,"array([6.73773766, 4.03456965])"
705,"array([6.74720364, 4.00536399])"
706,"array([6.79028556, 4.06498035])"
707,"array([6.75832529, 4.04307041])"
708,"array([6.76266454, 3.97937011])"
709,"array([6.82342233, 4.04376332])"
710,"array([6.7999099 , 3.99995397])"
711,"array([6.80334608, 3.94130179])"
712,"array([5.91694369, 5.08544683])"
713,"array([5.92687279, 5.06810721])"
714,"array([5.88649318, 5.07077458])"
715,"array([5.85948503, 5.03542835])"
716,"array([5.82712336, 5.00981362])"
717,"array([5.78849853, 5.00903599])"
718,"array([5.9627522 , 5.04788583])"
719,"array([5.92564666, 5.05281476])"
720,"array([5.90188209, 5.02298377])"
721,"array([5.88524284, 5.03122789])"
722,"array([5.85698752, 4.99769683])"
723,"array([5.82262886, 4.97912635])"
724,"array([5.97898532, 5.02391298])"
725,"array([5.94691458, 5.02426183])"
726,"array([5.91815212, 5.00797269])"
727,"array([5.88210348, 4.98791207])"
728,"array([5.8642951 , 4.97671801])"
729,"array([5.84744095, 4.9624499 ])"
730,"array([6.01857529, 5.00105837])"
731,"array([5.95988975, 4.99186996])"
732,"array([5.93719758, 4.96050699])"
733,"array([5.90682786, 4.97955783])"
734,"array([5.87893818, 4.94484229])"
735,"array([5.85019884, 4.92410209])"
736,"array([6.01567195, 4.96881869])"
737,"array([5.98423713, 4.94306931])"
738,"array([5.94209542, 4.94132354])"
739,"array([5.90396928, 4.93514312])"
740,"array([5.88310381, 4.89756229])"
741,"array([5.84900837, 4.89551238])"
742,"array([6.0409235 , 4.96317886])"
743,"array([6.01363453, 4.92683306])"
744,"array([5.95176178, 4.90412701])"
745,"array([5.9393394 , 4.88990444])"
746,"array([5.91904304, 4.8897886 ])"
747,"array([5.9006371 , 4.88306524])"
748,"array([6.08917849, 4.95294642])"
749,"array([6.08380098, 4.9314181 ])"
750,"array([6.03950259, 4.91356703])"
751,"array([6.02627464, 4.89628215])"
752,"array([6.01081478, 4.88455789])"
753,"array([5.99279118, 4.87053963])"
754,"array([6.1514313 , 4.87780504])"
755,"array([6.0822274 , 4.89687452])"
756,"array([6.07045875, 4.87773874])"
757,"array([6.02037257, 4.86074099])"
758,"array([5.99083455, 4.84538227])"
759,"array([6.13389078, 4.85946345])"
760,"array([6.13264903, 4.83538838])"
761,"array([6.05082596, 4.83948784])"
762,"array([6.01607808, 4.81815413])"
763,"array([6.19752163, 4.8272372 ])"
764,"array([6.17166966, 4.83333152])"
765,"array([6.13584103, 4.80893317])"
766,"array([6.08855517, 4.79893331])"
767,"array([6.05286738, 4.80328796])"
768,"array([6.18972709, 4.81141706])"
769,"array([6.17580953, 4.79675681])"
770,"array([6.12324119, 4.77414192])"
771,"array([6.10580985, 4.76854938])"
772,"array([6.07443791, 5.18143642])"
773,"array([6.05812552, 5.13856151])"
774,"array([6.0049847 , 5.12175795])"
775,"array([5.98788232, 5.09258267])"
776,"array([6.02565321, 5.11095659])"
777,"array([6.00747457, 5.08324336])"
778,"array([6.13405236, 5.1192744 ])"
779,"array([6.12317007, 5.09852899])"
780,"array([6.05880956, 5.11240371])"
781,"array([6.04685006, 5.08063781])"
782,"array([6.02054278, 5.07333636])"
783,"array([6.11160745, 5.08316658])"
784,"array([6.09517422, 5.06447087])"
785,"array([6.06271933, 5.04861777])"
786,"array([6.0447231 , 5.04006539])"
787,"array([6.1640627 , 5.07263442])"
788,"array([6.13976737, 5.05943134])"
789,"array([6.09339654, 5.04134425])"
790,"array([6.11316872, 5.01946304])"
791,"array([6.03568894, 4.97684037])"
792,"array([6.16492968, 5.04845994])"
793,"array([6.14594068, 5.01280549])"
794,"array([6.14190723, 4.99203351])"
795,"array([6.05635235, 4.97214703])"
796,"array([6.28304889, 5.05209082])"
797,"array([6.24393488, 5.02278129])"
798,"array([6.2157476 , 5.00401443])"
799,"array([6.16181621, 4.96974578])"
800,"array([6.11694422, 4.99167395])"
801,"array([6.25530203, 5.00501919])"
802,"array([6.22352007, 4.98313855])"
803,"array([6.20740063, 4.96816184])"
804,"array([6.17858377, 4.94696833])"
805,"array([6.30762029, 5.01207987])"
806,"array([6.29523699, 4.99783128])"
807,"array([6.27338187, 4.97840974])"
808,"array([6.26058792, 4.95176062])"
809,"array([6.23024147, 4.9467519 ])"
810,"array([6.18839368, 4.93215095])"
811,"array([6.31915782, 4.99148999])"
812,"array([6.31924392, 4.97291526])"
813,"array([6.28905766, 4.96358288])"
814,"array([6.26274437, 4.93411309])"
815,"array([6.24460054, 4.92776456])"
816,"array([6.23523863, 4.90807832])"
817,"array([6.34799863, 4.96355642])"
818,"array([6.32905993, 4.95292844])"
819,"array([6.30304094, 4.93972267])"
820,"array([6.2959447 , 4.91184462])"
821,"array([6.27485998, 4.88689062])"
822,"array([6.37782262, 4.97872715])"
823,"array([6.34408255, 4.94091809])"
824,"array([6.34315994, 4.92048987])"
825,"array([6.30178127, 4.88675843])"
826,"array([6.21052906, 5.22911428])"
827,"array([6.17613604, 5.19299632])"
828,"array([6.12024869, 5.19097631])"
829,"array([6.23295325, 5.18804988])"
830,"array([6.19515098, 5.15887388])"
831,"array([6.17181587, 5.12222673])"
832,"array([6.28262062, 5.14145153])"
833,"array([6.26339086, 5.09736727])"
834,"array([6.20803995, 5.09625309])"
835,"array([6.33739555, 5.13065787])"
836,"array([6.31270023, 5.09686782])"
837,"array([6.29803378, 5.07995237])"
838,"array([6.44053841, 5.10110993])"
839,"array([6.37103362, 5.05664304])"
840,"array([6.35422526, 5.02635723])"
841,"array([6.47877461, 5.05985562])"
842,"array([6.43907738, 5.00898559])"
843,"array([6.38253835, 5.03317488])"
844,"array([6.35932842, 4.98917279])"
845,"array([6.38979452, 5.00884702])"
846,"array([6.401647  , 4.97771758])"
847,"array([6.75853767, 4.27437995])"
848,"array([6.70370351, 4.19376964])"
849,"array([6.65174803, 4.16136643])"
850,"array([6.75335205, 4.21170545])"
851,"array([6.74204396, 4.19174871])"
852,"array([6.70652645, 4.14452562])"
853,"array([6.2813077 , 4.82892496])"
854,"array([6.25930302, 4.78421836])"
855,"array([6.21434189, 4.77213924])"
856,"array([6.19587458, 4.76030884])"
857,"array([6.16222729, 4.75091966])"
858,"array([6.13223744, 4.75460702])"
859,"array([6.30568009, 4.81667262])"
860,"array([6.29843664, 4.78450928])"
861,"array([6.25583482, 4.73766784])"
862,"array([6.20878396, 4.73183831])"
863,"array([6.19153833, 4.71918867])"
864,"array([6.14954344, 4.73444486])"
865,"array([6.33153554, 4.76508661])"
866,"array([6.29304777, 4.74600772])"
867,"array([6.27486473, 4.73134786])"
868,"array([6.22938596, 4.71399093])"
869,"array([6.18064897, 4.6823615 ])"
870,"array([6.17787505, 4.65467556])"
871,"array([6.33446536, 4.73487697])"
872,"array([6.31278271, 4.73381553])"
873,"array([6.29971454, 4.69833374])"
874,"array([6.26506853, 4.68901251])"
875,"array([6.22370478, 4.66030039])"
876,"array([6.20021099, 4.64776826])"
877,"array([6.35313382, 4.74960802])"
878,"array([6.34043001, 4.69774563])"
879,"array([6.32708787, 4.67862332])"
880,"array([6.29853549, 4.67665922])"
881,"array([6.23947268, 4.64681054])"
882,"array([6.22448229, 4.62951341])"
883,"array([6.39731567, 4.69629856])"
884,"array([6.37743148, 4.67862565])"
885,"array([6.35818818, 4.66201993])"
886,"array([6.328164  , 4.64460084])"
887,"array([6.25743846, 4.64665521])"
888,"array([6.27960373, 4.60399974])"
889,"array([6.41557988, 4.70026543])"
890,"array([6.40524586, 4.66670349])"
891,"array([6.38750724, 4.64664692])"
892,"array([6.34285462, 4.62314592])"
893,"array([6.31992937, 4.59382906])"
894,"array([6.29014545, 4.55537716])"
895,"array([6.42778031, 4.69976749])"
896,"array([6.42148392, 4.64998643])"
897,"array([6.39890839, 4.62911266])"
898,"array([6.38166361, 4.61901611])"
899,"array([6.31285168, 4.57213023])"
900,"array([6.26516758, 4.55440507])"
901,"array([6.46706642, 4.68673037])"
902,"array([6.43901294, 4.62359122])"
903,"array([6.40987884, 4.59319443])"
904,"array([6.37065933, 4.58636553])"
905,"array([6.325211  , 4.53453224])"
906,"array([6.31897855, 4.5151187 ])"
907,"array([6.4754297 , 4.63964161])"
908,"array([6.46626039, 4.6040845 ])"
909,"array([6.42938759, 4.59915611])"
910,"array([6.4072389 , 4.56310589])"
911,"array([6.38746644, 4.4963741 ])"
912,"array([6.40280969, 4.43737088])"
913,"array([6.51196818, 4.61514533])"
914,"array([6.46671936, 4.58580636])"
915,"array([6.45400166, 4.56761174])"
916,"array([6.46530373, 4.50896298])"
917,"array([6.42659549, 4.43285349])"
918,"array([6.40848446, 4.4085193 ])"
919,"array([6.5327555 , 4.61243043])"
920,"array([6.50598166, 4.54538833])"
921,"array([6.48591311, 4.52423524])"
922,"array([6.47998547, 4.49974157])"
923,"array([6.44285598, 4.4208814 ])"
924,"array([6.42787058, 4.40225707])"
925,"array([6.54649017, 4.54578804])"
926,"array([6.53174563, 4.5333088 ])"
927,"array([6.52033991, 4.50062806])"
928,"array([6.49553958, 4.46430234])"
929,"array([6.50833427, 4.42849296])"
930,"array([6.45023707, 4.39229859])"
931,"array([6.57454736, 4.54249347])"
932,"array([6.57045445, 4.51480694])"
933,"array([6.54581796, 4.47989147])"
934,"array([6.50930043, 4.44734117])"
935,"array([6.53237457, 4.40070582])"
936,"array([6.47686049, 4.37397615])"
937,"array([6.6048128 , 4.49924928])"
938,"array([6.59312609, 4.47973386])"
939,"array([6.56695792, 4.44676315])"
940,"array([6.550098  , 4.43468462])"
941,"array([6.55428132, 4.3867306 ])"
942,"array([6.53510729, 4.36402748])"
943,"array([6.6292905 , 4.47074393])"
944,"array([6.63974405, 4.43594   ])"
945,"array([6.59225076, 4.42614328])"
946,"array([6.57348999, 4.40608638])"
947,"array([6.5593743 , 4.33470619])"
948,"array([6.53876882, 4.32823385])"
949,"array([6.66841017, 4.43129677])"
950,"array([6.65443618, 4.42048859])"
951,"array([6.62944343, 4.40017842])"
952,"array([6.61244809, 4.35986888])"
953,"array([6.59164305, 4.35527738])"
954,"array([6.57613143, 4.27344796])"
955,"array([6.67416033, 4.41030173])"
956,"array([6.67815781, 4.38700972])"
957,"array([6.64214778, 4.34997171])"
958,"array([6.6331182 , 4.29948583])"
959,"array([6.6207497 , 4.32681589])"
960,"array([6.58424717, 4.25981574])"
961,"array([6.6862307 , 4.31189728])"
962,"array([6.633397  , 4.24481426])"
963,"array([6.59186842, 4.24607389])"
964,"array([6.73955114, 4.31371497])"
965,"array([6.67993779, 4.17523849])"
966,"array([6.39612911, 4.94352464])"
967,"array([6.360886  , 4.90822966])"
968,"array([6.33729899, 4.89099488])"
969,"array([6.29398282, 4.84720677])"
970,"array([6.43185409, 4.93641594])"
971,"array([6.40934486, 4.91083339])"
972,"array([6.44262384, 4.88946137])"
973,"array([6.40889662, 4.86563011])"
974,"array([6.39375178, 4.85341784])"
975,"array([6.38425948, 4.8367625 ])"
976,"array([6.3496073 , 4.80769371])"
977,"array([6.43217765, 4.85958996])"
978,"array([6.40503615, 4.84031684])"
979,"array([6.39476974, 4.82047918])"
980,"array([6.38706865, 4.79230876])"
981,"array([6.49176537, 4.84680783])"
982,"array([6.45054051, 4.84046445])"
983,"array([6.42229086, 4.82036147])"
984,"array([6.43229871, 4.78789567])"
985,"array([6.47198504, 4.83132879])"
986,"array([6.44869673, 4.79624821])"
987,"array([6.5324192 , 4.84832077])"
988,"array([6.52325896, 4.83110474])"
989,"array([6.4989526 , 4.82277563])"
990,"array([6.48889912, 4.78810513])"
991,"array([6.46336977, 4.7680979 ])"
992,"array([6.4452491 , 4.75118979])"
993,"array([6.55019709, 4.84303557])"
994,"array([6.54352391, 4.82651527])"
995,"array([6.52272635, 4.80157457])"
996,"array([6.51287996, 4.78158666])"
997,"array([6.50385299, 4.743826  ])"
998,"array([6.47060385, 4.71580315])"
999,"array([6.58798122, 4.83372406])"
1000,"array([6.56637593, 4.81190202])"
1001,"array([6.54390641, 4.78129265])"
1002,"array([6.52699829, 4.73861251])"
1003,"array([6.4974256 , 4.71814732])"
1004,"array([6.50763828, 4.69092418])"
1005,"array([6.62081945, 4.82211388])"
1006,"array([6.6061066 , 4.79639425])"
1007,"array([6.59100704, 4.74641162])"
1008,"array([6.56217892, 4.74593624])"
1009,"array([6.53252248, 4.70131825])"
1010,"array([6.52767785, 4.68281413])"
1011,"array([6.62651537, 4.75382713])"
1012,"array([6.61167529, 4.70702294])"
1013,"array([6.56162959, 4.66524567])"
1014,"array([6.66913104, 4.71964675])"
1015,"array([6.63651207, 4.71302047])"
1016,"array([6.6482071 , 4.66114074])"
1017,"array([6.6222963 , 4.63012688])"
1018,"array([6.55338004, 4.5878231 ])"
1019,"array([6.72082938, 4.67679141])"
1020,"array([6.69645305, 4.65330151])"
1021,"array([6.66960474, 4.64005003])"
1022,"array([6.64851258, 4.6315856 ])"
1023,"array([6.74000878, 4.63994187])"
1024,"array([6.69966767, 4.59222039])"
1025,"array([6.71220531, 4.54058023])"
1026,"array([6.77106606, 4.59169211])"
1027,"array([6.75401082, 4.54865774])"
1028,"array([6.70710803, 4.47714655])"
1029,"array([6.52793778, 5.02158733])"
1030,"array([6.47329264, 5.00319527])"
1031,"array([6.463086  , 4.98233009])"
1032,"array([6.54941729, 5.00687788])"
1033,"array([6.54061612, 4.96947079])"
1034,"array([6.49002942, 4.92235452])"
1035,"array([6.6064697 , 4.96759034])"
1036,"array([6.5452679, 4.9426441])"
1037,"array([6.50983749, 4.89408498])"
1038,"array([6.66748539, 4.93190902])"
1039,"array([6.61020523, 4.91137996])"
1040,"array([6.56105755, 4.89298305])"
1041,"array([6.69200141, 4.83111968])"
1042,"array([6.64685405, 4.8930297 ])"
1043,"array([6.59074479, 4.85205995])"
1044,"array([6.7184445 , 4.81762823])"
1045,"array([6.67751094, 4.81526651])"
1046,"array([6.67576203, 4.77314087])"
1047,"array([6.75251077, 4.79472273])"
1048,"array([6.72783048, 4.79993481])"
1049,"array([6.71363809, 4.78288572])"
1050,"array([6.7175987 , 4.76214677])"
1051,"array([6.69819427, 4.77401813])"
1052,"array([6.69096632, 4.73911544])"
1053,"array([6.78797317, 4.77700774])"
1054,"array([6.76386112, 4.75781521])"
1055,"array([6.76130715, 4.73410958])"
1056,"array([6.74525435, 4.73220023])"
1057,"array([6.74466724, 4.7022803 ])"
1058,"array([6.72564888, 4.70610764])"
1059,"array([6.82162215, 4.74734834])"
1060,"array([6.79847327, 4.75764343])"
1061,"array([6.7822922 , 4.72541883])"
1062,"array([6.77682003, 4.70924812])"
1063,"array([6.77514603, 4.68903361])"
1064,"array([6.76004463, 4.6761748 ])"
1065,"array([6.87574271, 4.72156038])"
1066,"array([6.85480425, 4.71688773])"
1067,"array([6.81382634, 4.69370596])"
1068,"array([6.80401485, 4.67983402])"
1069,"array([6.78781879, 4.67824652])"
1070,"array([6.76479122, 4.62881089])"
1071,"array([6.87022298, 4.70045557])"
1072,"array([6.85720875, 4.6763053 ])"
1073,"array([6.85171335, 4.64107192])"
1074,"array([6.80042565, 4.61022129])"
1075,"array([6.89718187, 4.67604061])"
1076,"array([6.87742062, 4.65654262])"
1077,"array([5.59545719, 5.6449945 ])"
1078,"array([5.57794081, 5.65321201])"
1079,"array([5.58484344, 5.67238983])"
1080,"array([5.58321455, 5.62232869])"
1081,"array([5.5390326 , 5.64373865])"
1082,"array([5.52408201, 5.63920794])"
1083,"array([5.54028135, 5.53760016])"
1084,"array([5.52926465, 5.5829019 ])"
1085,"array([5.56174433, 5.52351654])"
1086,"array([5.53192889, 5.52036702])"
1087,"array([5.51630917, 5.52718982])"
1088,"array([5.5007054 , 5.52705976])"
1089,"array([5.561866  , 5.49037352])"
1090,"array([5.53208288, 5.50175231])"
1091,"array([5.48980473, 5.4942778 ])"
1092,"array([5.44692311, 5.49161351])"
1093,"array([5.55542682, 5.4524557 ])"
1094,"array([5.52998191, 5.46866844])"
1095,"array([5.48060429, 5.47478305])"
1096,"array([5.43598096, 5.47712145])"
1097,"array([5.56559263, 5.40942717])"
1098,"array([5.52337038, 5.42588992])"
1099,"array([5.48436039, 5.44286671])"
1100,"array([5.57501559, 5.37642085])"
1101,"array([5.52979948, 5.40609713])"
1102,"array([5.51071272, 5.39827253])"
1103,"array([5.5576189 , 5.36412244])"
1104,"array([5.51468945, 5.37247878])"
1105,"array([5.49774092, 5.36332999])"
1106,"array([5.57340836, 5.31825595])"
1107,"array([5.55392292, 5.30616373])"
1108,"array([5.53446899, 5.30689229])"
1109,"array([5.6056412 , 5.30247709])"
1110,"array([5.58421143, 5.29003286])"
1111,"array([5.54779211, 5.29428507])"
1112,"array([5.64463051, 5.29226186])"
1113,"array([5.59175017, 5.27059461])"
1114,"array([5.54133895, 5.2774855 ])"
1115,"array([5.64033419, 5.26576503])"
1116,"array([5.57475415, 5.26570386])"
1117,"array([5.55726527, 5.24236366])"
1118,"array([5.6341718 , 5.24585672])"
1119,"array([5.58351525, 5.24862493])"
1120,"array([5.55763789, 5.21656818])"
1121,"array([5.63351187, 5.22238789])"
1122,"array([5.6335811 , 5.19099405])"
1123,"array([5.57876755, 5.1818659 ])"
1124,"array([5.55538066, 5.18185395])"
1125,"array([5.64283459, 5.17833357])"
1126,"array([5.61800522, 5.16562856])"
1127,"array([5.58137835, 5.13995302])"
1128,"array([5.5604731 , 5.16569902])"
1129,"array([5.68550416, 5.1585796 ])"
1130,"array([5.63626027, 5.14090192])"
1131,"array([5.60433368, 5.14522423])"
1132,"array([5.58698299, 5.11717951])"
1133,"array([5.68308543, 5.11965765])"
1134,"array([5.66566501, 5.10952702])"
1135,"array([5.61454919, 5.08471961])"
1136,"array([5.57927002, 5.09199528])"
1137,"array([5.56943705, 5.06109464])"
1138,"array([5.73685929, 5.09795409])"
1139,"array([5.70349888, 5.09209384])"
1140,"array([5.62173856, 5.05913438])"
1141,"array([5.59904685, 5.01941956])"
1142,"array([5.57782191, 5.03548666])"
1143,"array([5.7483444 , 5.07934583])"
1144,"array([5.68833041, 5.06623981])"
1145,"array([5.64938253, 5.04134429])"
1146,"array([5.64466604, 4.99259251])"
1147,"array([5.58515941, 4.97820649])"
1148,"array([5.57125687, 4.96138991])"
1149,"array([5.76316738, 5.02847597])"
1150,"array([5.69581316, 5.02596287])"
1151,"array([5.68710119, 4.97855049])"
1152,"array([5.64617029, 4.97433226])"
