;documentType;title;acquisitionTime
763;Android Apps;Imagzle Brain test Quiz Trivia;2021-04-11T22:13:43.292Z
764;Android Apps;Hebe - zdrowie i piękno;2021-04-12T19:58:04.029Z
765;Android Apps;Google One;2021-04-13T10:09:10.380Z
766;Android Apps;Wiadomości Google;2021-04-13T11:34:22.160Z
767;Android Apps;Files by Google;2021-04-13T11:35:08.128Z
768;Android Apps;Cyfrowa równowaga;2021-04-13T11:35:28.645Z
769;Android Apps;Kontakty;2021-04-13T11:35:59.338Z
770;Android Apps;Telefon Google;2021-04-13T11:36:15.074Z
771;Android Apps;Usługi operatora;2021-04-13T11:36:42.705Z
772;Android Apps;Serenity: Guided Meditation;2021-04-13T21:05:25.500Z
773;Android Apps;Pogoda - The Weather Channel;2021-04-14T06:33:32.998Z
774;Android Apps;Pogoda Polska;2021-04-14T06:35:42.935Z
775;Android Apps;Pogoda i widget - Weawow;2021-04-14T06:38:17.376Z
776;Android Apps;Fonts - Czcionki Klawiatura;2021-04-14T07:53:40.758Z
777;Android Apps;UCCW - Ultimate custom widget;2021-04-14T10:55:13.770Z
778;Android Apps;Wieże: Relaksująca łamigłówka;2021-04-17T20:29:42.582Z
779;Android Apps;Booking.com: Hotels & Travel;2021-04-18T12:38:49.779Z
780;Android Apps;Doodle God HD Alchemy;2018-07-26T16:47:33.042Z
781;Android Apps;Trening Brzucha: Płaski Brzuch;2021-04-19T07:13:40.484Z
782;Android Apps;Fitness Kobiet, Ćwiczenia;2021-04-19T07:13:48.876Z
783;Android Apps;Ćwiczenia Pośladków i Nóg;2021-04-19T07:14:02.235Z
784;Android Apps;The Final Earth - City Builder;2021-04-21T21:41:45.695Z
785;Android Apps;Tiny Shop: Craft & Design;2021-04-21T21:41:57.220Z
786;Android Apps;Green the Planet 2;2021-04-21T21:49:10.864Z
787;Android Apps;nextbike by TIER;2021-05-12T12:52:24.017Z
788;Android Apps;FreePrints;2021-05-14T18:04:11.125Z
789;Android Apps;KWGT Kustom Widget Maker;2021-04-14T11:00:31.696Z
790;Android Apps;FAB Adblocker Browser:Adblock;2021-05-22T11:16:52.385Z
791;Android Apps;Adblock for all browsers;2021-05-22T11:17:38.312Z
792;Android Apps;mObywatel;2021-05-22T13:39:42.186Z
793;Android Apps;FreePrints Photo Tiles;2021-06-02T07:15:31.113Z
794;Android Apps;Canva: Design, Photo & Video;2021-06-02T07:17:58.059Z
795;Android Apps;Trivia Crack 2;2021-06-05T21:28:29.647Z
796;Android Apps;Like A Dino!;2021-06-05T21:28:52.207Z
797;Android Apps;Desire - Couples Game;2021-06-07T16:52:08.758Z
798;Android Apps;Killer Sudoku od Sudoku.com;2021-06-27T17:44:50.195Z
799;Android Apps;Pogoda Interia-pogoda, radar;2021-06-30T03:51:30.718Z
800;Android Apps;2 Player games : the Challenge;2021-07-04T14:07:53.977Z
801;Android Apps;mWars;2021-07-05T06:03:15.025Z
802;Android Apps;Too Good To Go: Ratuj jedzenie;2021-07-05T16:19:12.012Z
803;Android Apps;Gin Rummy: Card Game Online;2021-07-08T12:03:10.571Z
804;Android Apps;Escape Game Collection;2021-07-08T12:03:53.769Z
805;Android Apps;TIER Hulajnoga - wypożyczalnia;2021-07-08T14:59:48.086Z
806;Android Apps;Candy Crush Saga;2021-07-10T17:03:52.962Z
807;Android Apps;RAR;2021-07-12T13:45:33.595Z
808;Android Apps;JOKR - Szybka dostawa zakupów;2021-07-17T14:22:56.501Z
809;Android Apps;Sixit;2021-07-18T18:49:38.981Z
810;Android Apps;Piaseczyńska Karta Mieszkańca;2021-07-18T20:01:30.049Z
811;Android Apps;Cross Stitch Paradise;2021-07-20T09:10:03.741Z
812;Android Apps;Bingo Generator & Caller;2021-07-20T09:55:29.819Z
813;Android Apps;IKEA;2021-07-25T14:16:16.512Z
814;Android Apps;Drive Ahead! - Fun Car Battles;2021-07-28T17:07:50.632Z
815;Android Apps;x-kom – inteligentny wybór;2021-07-29T12:51:28.694Z
816;Android Apps;eTutor - języki online;2021-08-12T12:18:14.136Z
817;Android Apps;Penguin Isle;2021-08-16T20:57:24.314Z
818;Android Apps;Poziomica XXL;2021-08-22T11:29:05.654Z
819;Android Apps;com.huaweioverseas.smarthome;2021-08-24T05:59:05.343Z
820;Android Apps;DB Navigator;2021-08-27T19:15:49.830Z
821;Android Apps;com.bedtime.figment;2021-08-29T19:20:29.463Z
822;Android Apps;CCC Klub, buty, moda i trendy;2021-09-04T13:52:50.552Z
823;Android Apps;McDonald’s Deutschland;2021-09-06T20:44:17.442Z
824;Android Apps;stats.fm for Spotify;2021-09-10T06:13:28.348Z
825;Android Apps;Perfect Piano;2019-02-16T07:34:16.792Z
826;Android Apps;LetyShops — Serwis Cashback;2021-09-13T19:36:11.342Z
827;Android Apps;GRAMATYKA JĘZYKA ANGIELSKIEGO;2021-09-24T09:55:58.172Z
828;Android Apps;Testy z gramatyki angielskiej;2021-09-24T09:56:39.320Z
829;Android Apps;Ucz się rosyjskiego | Słów;2021-09-24T16:38:54.557Z
830;Android Apps;Nice cream;2021-09-24T19:45:52.211Z
831;Android Apps;Craftheim – wyspa drwala;2021-09-26T09:46:33.264Z
832;Android Apps;Macmillan Education Student;2021-10-25T06:07:28.654Z
833;Android Apps;żappka – Żabka dla Klientów;2021-11-13T16:13:41.444Z
834;Android Apps;Burger King Polska;2021-11-26T16:33:18.226Z
835;Android Apps;MAX Express;2021-12-13T18:41:24.026Z
836;Android Apps;Shopee;2022-02-02T12:17:14.120Z
837;Android Apps;Notion - notes, docs, tasks;2022-02-04T16:06:42.185Z
838;Android Apps;SortPuz: Water Sort Puzzle;2022-02-20T10:37:18.128Z
839;Android Apps;Microsoft OneNote: Save Notes;2017-07-23T17:25:09.274Z
840;Android Apps;Evernote - Organizer notatek;2022-02-27T13:42:46.704Z
841;Android Apps;NIM;2022-03-04T21:54:40.142Z
842;Android Apps;Nim Game;2022-03-04T22:14:52.193Z
843;Android Apps;Cats & Soup - Cute Cat Game;2022-03-11T20:11:33.080Z
844;Android Apps;Microsoft To Do: Lists & Tasks;2022-03-15T22:36:56.037Z
845;Android Apps;Namioty i drzewa – łamigłówki;2019-07-21T19:49:35.510Z
846;Android Apps;Dice Dreams™️;2022-03-19T20:11:54.393Z
847;Android Apps;hocus.;2022-03-19T20:24:12.083Z
848;Android Apps;Tłumacz Google;2016-02-22T16:17:37.059Z
849;Android Apps;realme Fit;2022-04-11T08:32:04.855Z
850;Android Apps;Kiwi.com: Tanie Loty;2022-05-03T17:09:35.738Z
851;Android Apps;Private Compute Services;2022-05-04T22:50:42.201Z
852;Android Apps;Słownik angielskiego Diki;2022-05-05T14:12:16.576Z
853;Android Apps;Cut the Rope: Time Travel;2015-12-26T09:14:37.512Z
854;Android Apps;com.womboai.wombo;2022-05-08T12:49:13.185Z
855;Android Apps;Vinted.pl: Moda vintage online;2022-05-27T07:42:06.588Z
856;Android Apps;Asystent Google;2022-05-27T20:29:38.799Z
857;Android Apps;Sketchar: Learn to Draw;2022-05-28T16:45:08.892Z
858;Android Apps;LISEK - NAJSZYBSZE ZAKUPY;2022-05-28T19:37:15.684Z
859;Android Apps;Twenty;2022-06-04T17:06:06.980Z
860;Android Apps;Mobilny USOS PW;2022-06-15T07:33:47.049Z
861;Android Apps;Wzmacniacz dźwięku;2022-06-20T22:39:30.862Z
862;Android Apps;mBank PL;2022-06-23T17:35:54.823Z
863;Android Apps;Cube Escape: Paradox;2022-07-05T12:14:38.312Z
864;Android Apps;Cats are Liquid - ABP;2022-07-05T12:15:49.045Z
865;Android Apps;Fancade;2022-07-21T12:04:48.440Z
866;Android Apps;Showly: Seriale i Filmy;2022-07-25T11:48:27.555Z
867;Android Apps;FREENOW - Mobility Super App;2022-07-29T08:19:32.327Z
868;Android Apps;Lidl Plus;2022-08-02T13:29:44.146Z
869;Android Apps;Revolut: Spend, Save, Trade;2022-08-03T07:01:53.225Z
870;Android Apps;pl.onet.onethd;2022-08-05T10:06:46.487Z
871;Android Apps;ReadMe - book reader pdf epub;2022-08-11T08:35:51.839Z
872;Android Apps;ReadEra – czytnik książek;2022-08-11T08:38:14.217Z
873;Android Apps;Thread Art (String Art);2022-08-15T11:06:49.856Z
874;Android Apps;BeReal. Your friends for real.;2022-08-15T13:05:01.306Z
875;Android Apps;Two Dots: Fun Dot & Line Games;2022-08-15T13:05:07.342Z
876;Android Apps;Daily Board;2022-08-15T20:32:57.767Z
877;Android Apps;Club 50 style;2022-08-24T13:48:27.474Z
878;Android Apps;LuckyTrip - A trip in one tap;2022-08-28T21:33:53.136Z
879;Android Apps;Study Bunny: Focus Timer;2022-08-31T22:03:19.425Z
880;Android Apps;mobiWAWA;2022-09-03T10:02:32.736Z
881;Android Apps;Pyszne.pl: Jedzenie z dowozem;2022-09-05T15:29:50.267Z
882;Android Apps;ISIC;2022-09-07T12:51:12.050Z
883;Android Apps;PackPoint travel packing list;2022-09-11T12:41:02.978Z
884;Android Apps;Aplikacja Booksy dla klientów;2022-09-15T05:38:54.466Z
885;Android Apps;moje.a2mobile;2022-09-24T15:03:00.549Z
886;Android Apps;BudapestGO;2022-09-25T09:34:25.903Z
887;Android Apps;TVP Sport;2022-09-25T18:01:25.446Z
888;Android Apps;Wolt: Dostawa jedzenia;2022-09-25T18:16:17.922Z
889;Android Apps;foodora - Food & Groceries;2022-09-25T18:16:52.830Z
890;Android Apps;Szachy · Graj i Ucz się;2022-09-28T20:33:03.819Z
891;Android Apps;Bonza Word Puzzle;2022-10-03T08:28:50.607Z
892;Android Apps;Learn Python;2022-10-06T07:11:26.491Z
893;Android Apps;Biedronka - Shakeomat, gazetki;2022-10-10T20:05:16.553Z
894;Android Apps;Kakuro - Classic Puzzle Game;2022-10-11T15:06:20.007Z
895;Android Apps;Games;2022-10-16T22:28:20.518Z
896;Android Apps;Moje ING mobile;2022-10-17T05:34:33.404Z
897;Android Apps;Ryanair;2022-10-17T08:02:51.197Z
898;Android Apps;CIDER - Clothing & Fashion;2022-10-22T17:17:41.890Z
899;Android Apps;Google Wi-Fi Provisioner;2022-10-24T00:48:35.013Z
900;Android Apps;Kakuro: Number Crossword;2022-11-04T10:47:40.204Z
901;Android Apps;eobuwie.pl Buty i moda online;2022-11-10T11:35:42.299Z
902;Android Apps;Disney+;2022-11-12T20:52:56.152Z
903;Android Apps;Jamboard;2022-11-29T07:45:33.630Z
904;Android Apps;Global Search;2022-12-04T06:06:54.460Z
905;Android Apps;Egg, Inc.;2022-12-04T19:24:56.376Z
906;Android Apps;Niepożądani goście;2023-01-03T17:26:33.366Z
907;Android Apps;Heytap Pictorial;2023-01-07T22:42:29.446Z
908;Android Apps;quadline;2022-09-27T17:43:49.833Z
909;Android Apps;Sagrada Familia Official;2023-02-14T13:55:15.630Z
910;Android Apps;HP Smart;2023-02-26T11:13:27.175Z
911;Android Apps;Kocham Wino;2023-03-09T18:31:18.266Z
912;Android Apps;SkyShowtime: Filmy i seriale;2023-03-15T12:44:00.776Z
913;Android Apps;Otodom. Serwis Nieruchomości;2023-03-26T18:01:51.394Z
914;Android Apps;PKP INTERCITY - Kupuj bilety;2023-04-09T17:26:01.865Z
915;Android Apps;Lime - #RideGreen;2023-04-27T17:17:57.189Z
916;Android Apps;Minesweeper GO - classic game;2023-04-30T13:12:53.670Z
917;Android Apps;Music;2023-05-18T19:33:42.794Z
918;Android Apps;My Files;2023-05-26T13:51:19.373Z
919;Android Apps;Weather;2023-06-12T19:41:05.130Z
920;Android Apps;Mój Orange;2017-01-05T16:17:46.294Z
921;Android Apps;SD Card Test;2023-06-16T12:52:16.812Z
922;Android Apps;Homla - urządzanie wnętrz;2023-06-23T13:04:07.965Z
923;Android Apps;Lufthansa;2023-06-23T17:08:33.674Z
924;Android Apps;Reserved;2023-06-27T10:01:14.760Z
925;Android Apps;Mahjong Club – gra logiczna;2023-07-02T07:05:48.187Z
926;Android Apps;WOMBO Dream - AI Art Generator;2021-12-25T13:18:22.454Z
927;Android Apps;HBO Max: Stream TV & Movies;2023-07-04T07:55:44.515Z
928;Android Apps;Microsoft Authenticator;2023-07-24T15:55:19.985Z
929;Android Apps;Railbound;2023-07-25T13:58:37.899Z
930;Android Apps;Frisco - zakupy z dostawą;2023-07-30T22:26:39.393Z
931;Android Apps;Bolt Food;2023-07-31T11:14:24.451Z
932;Android Apps;Samsung Internet Browser;2017-11-11T22:17:23.395Z
933;Android Apps;Samsung Calculator;2019-07-23T07:22:58.930Z
934;Android Apps;Microsoft Outlook;2020-09-30T14:15:58.112Z
935;Android Apps;Samsung Members;2019-07-23T07:31:49.158Z
936;Android Apps;SmartThings;2018-08-29T12:12:55.502Z
937;Android Apps;Samsung Flow;2022-02-25T17:37:18.024Z
938;Android Apps;PENUP - Share your drawings;2022-02-25T17:37:19.741Z
939;Android Apps;Spotify: muzyka i podcasty;2016-04-11T15:57:52.652Z
940;Android Apps;Samsung Voice Recorder;2019-07-23T07:35:02.530Z
941;Android Apps;Microsoft 365 (Office);2022-02-25T17:37:22.764Z
942;Android Apps;Samsung Global Goals;2022-02-25T17:37:26.081Z
943;Android Apps;Dysk Google;2015-12-02T21:12:01.709Z
944;Android Apps;Google TV;2015-12-15T21:09:30.905Z
945;Android Apps;Zdjęcia Google;2015-12-02T21:09:53.071Z
946;Android Apps;YouTube Music;2019-09-08T14:12:44.603Z
947;Android Apps;Google Meet;2017-12-14T20:04:52.819Z
948;Android Apps;Usługi Google Play;2015-12-12T00:29:10.310Z
949;Android Apps;Transkrypcja na żywo;2023-08-07T00:01:22.614Z
950;Android Apps;Mini Metro;2023-08-19T08:05:37.132Z
951;Android Apps;Temu: Shop Like a Billionaire;2023-08-29T09:24:13.827Z
952;Android Apps;Edifier Connect;2023-08-31T10:31:36.488Z
953;Android Apps;Penly: Digital Planner & Notes;2023-09-06T11:02:34.493Z
954;Android Apps;Google Partner Setup;2023-09-12T05:26:05.182Z
955;Android Apps;Going.;2023-09-20T10:49:10.563Z
956;Android Apps;moje.a2mobile;2023-09-20T14:13:51.905Z
957;Android Apps;Wavelength;2023-09-25T10:19:11.346Z
958;Android Apps;Wizz Air – Rezerwuj Loty;2023-10-12T09:12:51.849Z
959;Android Apps;Pleco Chinese Dictionary;2023-10-12T13:01:59.645Z
960;Android Apps;ÖBB Tickets;2023-10-13T18:58:02.170Z
961;Android Apps;WienMobil;2023-10-15T07:13:24.287Z
962;Android Apps;Citybikes Vienna;2023-10-15T13:00:48.925Z
963;Android Apps;Fill-a-Pix: Pixel Minesweeper;2023-10-30T08:05:33.232Z
964;Android Apps;Wireless Earphones;2023-11-04T10:29:37.262Z
965;Android Apps;TicketAppy;2023-11-09T10:59:25.538Z
966;Android Apps;System Messages;2023-11-12T07:08:13.326Z
967;Android Apps;Mathpix Snip;2023-11-19T21:47:56.469Z
968;Android Apps;Aperitif;2023-11-25T15:08:52.157Z
969;Android Apps;Storyteller;2023-11-27T10:36:03.787Z
970;Android Apps;MOHITO - modne zakupy online;2023-12-11T09:33:54.599Z
971;Android Apps;HeyTap Shelf;2023-12-16T10:18:11.128Z
972;Android Apps;OppoWeatherService;2023-12-18T19:40:50.386Z
