"date","suma_kumulacyjna","typ","app","person"
2017-09-25,25264,"wszystkie","mg","z"
2017-09-26,25265,"wszystkie","mg","z"
2017-09-27,25266,"wszystkie","mg","z"
2017-09-28,25303,"wszystkie","mg","z"
2017-09-29,25304,"wszystkie","mg","z"
2017-09-30,25320,"wszystkie","mg","z"
2017-10-01,25321,"wszystkie","mg","z"
2017-10-02,25323,"wszystkie","mg","z"
2017-10-03,25342,"wszystkie","mg","z"
2017-10-05,25349,"wszystkie","mg","z"
2017-10-06,25389,"wszystkie","mg","z"
2017-10-07,25392,"wszystkie","mg","z"
2017-10-08,25739,"wszystkie","mg","z"
2017-10-09,25935,"wszystkie","mg","z"
2017-10-10,25957,"wszystkie","mg","z"
2017-10-11,25984,"wszystkie","mg","z"
2017-10-12,26026,"wszystkie","mg","z"
2017-10-13,26036,"wszystkie","mg","z"
2017-10-16,26037,"wszystkie","mg","z"
2017-10-17,26133,"wszystkie","mg","z"
2017-10-19,26135,"wszystkie","mg","z"
2017-10-20,26145,"wszystkie","mg","z"
2017-10-22,26146,"wszystkie","mg","z"
2017-10-23,26187,"wszystkie","mg","z"
2017-10-24,26220,"wszystkie","mg","z"
2017-10-25,26227,"wszystkie","mg","z"
2017-10-26,26265,"wszystkie","mg","z"
2017-10-27,26274,"wszystkie","mg","z"
2017-10-30,26275,"wszystkie","mg","z"
2017-10-31,26296,"wszystkie","mg","z"
2017-11-01,26304,"wszystkie","mg","z"
2017-11-02,26323,"wszystkie","mg","z"
2017-11-03,26331,"wszystkie","mg","z"
2017-11-05,26333,"wszystkie","mg","z"
2017-11-06,26342,"wszystkie","mg","z"
2017-11-07,26395,"wszystkie","mg","z"
2017-11-09,26482,"wszystkie","mg","z"
2017-11-10,26536,"wszystkie","mg","z"
2017-11-12,26538,"wszystkie","mg","z"
2017-11-13,26549,"wszystkie","mg","z"
2017-11-14,26550,"wszystkie","mg","z"
2017-11-15,26552,"wszystkie","mg","z"
2017-11-16,26553,"wszystkie","mg","z"
2017-11-17,26554,"wszystkie","mg","z"
2017-11-20,26556,"wszystkie","mg","z"
2017-11-22,26560,"wszystkie","mg","z"
2017-11-23,26561,"wszystkie","mg","z"
2017-11-24,26563,"wszystkie","mg","z"
2017-11-26,26567,"wszystkie","mg","z"
2017-11-29,26568,"wszystkie","mg","z"
2017-12-01,26572,"wszystkie","mg","z"
2017-12-02,26585,"wszystkie","mg","z"
2017-12-03,26586,"wszystkie","mg","z"
2017-12-04,26587,"wszystkie","mg","z"
2017-12-05,26590,"wszystkie","mg","z"
2017-12-06,26594,"wszystkie","mg","z"
2017-12-07,26682,"wszystkie","mg","z"
2017-12-08,26693,"wszystkie","mg","z"
2017-12-09,26697,"wszystkie","mg","z"
2017-12-13,26700,"wszystkie","mg","z"
2017-12-14,26781,"wszystkie","mg","z"
2017-12-17,26797,"wszystkie","mg","z"
2017-12-18,26973,"wszystkie","mg","z"
2017-12-19,27076,"wszystkie","mg","z"
2017-12-20,27089,"wszystkie","mg","z"
2017-12-21,27099,"wszystkie","mg","z"
2017-12-22,27126,"wszystkie","mg","z"
2017-12-24,27128,"wszystkie","mg","z"
2017-12-25,27129,"wszystkie","mg","z"
2017-12-28,27130,"wszystkie","mg","z"
2017-12-30,27168,"wszystkie","mg","z"
2017-12-31,27234,"wszystkie","mg","z"
2018-01-02,27235,"wszystkie","mg","z"
2018-01-03,27237,"wszystkie","mg","z"
2018-01-04,27246,"wszystkie","mg","z"
2018-01-06,27248,"wszystkie","mg","z"
2018-01-07,27347,"wszystkie","mg","z"
2018-01-08,27364,"wszystkie","mg","z"
2018-01-09,27370,"wszystkie","mg","z"
2018-01-10,27422,"wszystkie","mg","z"
2018-01-11,27680,"wszystkie","mg","z"
2018-01-12,27737,"wszystkie","mg","z"
2018-01-13,27759,"wszystkie","mg","z"
2018-01-14,27768,"wszystkie","mg","z"
2018-01-16,27778,"wszystkie","mg","z"
2018-01-17,27868,"wszystkie","mg","z"
2018-01-18,27875,"wszystkie","mg","z"
2018-01-19,27890,"wszystkie","mg","z"
2018-01-20,27910,"wszystkie","mg","z"
2018-01-21,27947,"wszystkie","mg","z"
2018-01-22,28013,"wszystkie","mg","z"
2018-01-23,28030,"wszystkie","mg","z"
2018-01-24,28035,"wszystkie","mg","z"
2018-01-25,28055,"wszystkie","mg","z"
2018-01-26,28210,"wszystkie","mg","z"
2018-01-27,28218,"wszystkie","mg","z"
2018-01-28,28222,"wszystkie","mg","z"
2018-01-29,28367,"wszystkie","mg","z"
2018-01-30,28567,"wszystkie","mg","z"
2018-01-31,28569,"wszystkie","mg","z"
2018-02-01,28626,"wszystkie","mg","z"
2018-02-02,28790,"wszystkie","mg","z"
2018-02-03,28859,"wszystkie","mg","z"
2018-02-04,28947,"wszystkie","mg","z"
2018-02-05,28966,"wszystkie","mg","z"
2018-02-06,28967,"wszystkie","mg","z"
2018-02-07,28985,"wszystkie","mg","z"
2018-02-08,29030,"wszystkie","mg","z"
2018-02-09,29134,"wszystkie","mg","z"
2018-02-10,29440,"wszystkie","mg","z"
2018-02-11,29483,"wszystkie","mg","z"
2018-02-12,29713,"wszystkie","mg","z"
2018-02-13,29764,"wszystkie","mg","z"
2018-02-14,29765,"wszystkie","mg","z"
2018-02-16,29789,"wszystkie","mg","z"
2018-02-17,29792,"wszystkie","mg","z"
2018-02-18,29916,"wszystkie","mg","z"
2018-02-19,30049,"wszystkie","mg","z"
2018-02-20,30227,"wszystkie","mg","z"
2018-02-21,30232,"wszystkie","mg","z"
2018-02-22,30295,"wszystkie","mg","z"
2018-02-23,30335,"wszystkie","mg","z"
2018-02-24,30579,"wszystkie","mg","z"
2018-02-25,30653,"wszystkie","mg","z"
2018-02-26,31072,"wszystkie","mg","z"
2018-02-27,31200,"wszystkie","mg","z"
2018-02-28,31203,"wszystkie","mg","z"
2018-03-01,31254,"wszystkie","mg","z"
2018-03-02,31268,"wszystkie","mg","z"
2018-03-03,31308,"wszystkie","mg","z"
2018-03-04,31309,"wszystkie","mg","z"
2018-03-05,31327,"wszystkie","mg","z"
2018-03-06,31345,"wszystkie","mg","z"
2018-03-08,31350,"wszystkie","mg","z"
2018-03-09,31352,"wszystkie","mg","z"
2018-03-10,31364,"wszystkie","mg","z"
2018-03-11,31397,"wszystkie","mg","z"
2018-03-12,31407,"wszystkie","mg","z"
2018-03-13,31417,"wszystkie","mg","z"
2018-03-14,31425,"wszystkie","mg","z"
2018-03-15,31444,"wszystkie","mg","z"
2018-03-16,31474,"wszystkie","mg","z"
2018-03-17,31508,"wszystkie","mg","z"
2018-03-19,31523,"wszystkie","mg","z"
2018-03-20,31524,"wszystkie","mg","z"
2018-03-21,31534,"wszystkie","mg","z"
2018-03-22,31578,"wszystkie","mg","z"
2018-03-24,31580,"wszystkie","mg","z"
2018-03-25,31920,"wszystkie","mg","z"
2018-03-26,32178,"wszystkie","mg","z"
2018-03-27,32626,"wszystkie","mg","z"
2018-03-28,32637,"wszystkie","mg","z"
2018-03-29,32706,"wszystkie","mg","z"
2018-03-30,32752,"wszystkie","mg","z"
2018-03-31,32783,"wszystkie","mg","z"
2018-04-01,32817,"wszystkie","mg","z"
2018-04-02,32874,"wszystkie","mg","z"
2018-04-03,33015,"wszystkie","mg","z"
2018-04-04,33225,"wszystkie","mg","z"
2018-04-05,33388,"wszystkie","mg","z"
2018-04-06,33627,"wszystkie","mg","z"
2018-04-07,33707,"wszystkie","mg","z"
2018-04-08,33720,"wszystkie","mg","z"
2018-04-09,33728,"wszystkie","mg","z"
2018-04-10,33918,"wszystkie","mg","z"
2018-04-11,34052,"wszystkie","mg","z"
2018-04-12,34341,"wszystkie","mg","z"
2018-04-13,34498,"wszystkie","mg","z"
2018-04-14,34661,"wszystkie","mg","z"
2018-04-15,34690,"wszystkie","mg","z"
2018-04-16,34766,"wszystkie","mg","z"
2018-04-17,34797,"wszystkie","mg","z"
2018-04-18,34889,"wszystkie","mg","z"
2018-04-19,35115,"wszystkie","mg","z"
2018-04-20,35136,"wszystkie","mg","z"
2018-04-21,35204,"wszystkie","mg","z"
2018-04-22,35285,"wszystkie","mg","z"
2018-04-23,35523,"wszystkie","mg","z"
2018-04-24,35557,"wszystkie","mg","z"
2018-04-25,35600,"wszystkie","mg","z"
2018-04-26,35614,"wszystkie","mg","z"
2018-04-27,35678,"wszystkie","mg","z"
2018-04-28,35745,"wszystkie","mg","z"
2018-04-29,35746,"wszystkie","mg","z"
2018-05-01,35922,"wszystkie","mg","z"
2018-05-02,35996,"wszystkie","mg","z"
2018-05-03,36077,"wszystkie","mg","z"
2018-05-04,36937,"wszystkie","mg","z"
2018-05-05,37244,"wszystkie","mg","z"
2018-05-06,37333,"wszystkie","mg","z"
2018-05-07,37422,"wszystkie","mg","z"
2018-05-08,37424,"wszystkie","mg","z"
2018-05-09,37520,"wszystkie","mg","z"
2018-05-10,37890,"wszystkie","mg","z"
2018-05-11,38022,"wszystkie","mg","z"
2018-05-12,38337,"wszystkie","mg","z"
2018-05-13,39003,"wszystkie","mg","z"
2018-05-14,39284,"wszystkie","mg","z"
2018-05-15,39640,"wszystkie","mg","z"
2018-05-16,39900,"wszystkie","mg","z"
2018-05-17,40004,"wszystkie","mg","z"
2018-05-18,40080,"wszystkie","mg","z"
2018-05-19,40796,"wszystkie","mg","z"
2018-05-20,41210,"wszystkie","mg","z"
2018-05-21,41397,"wszystkie","mg","z"
2018-05-22,41471,"wszystkie","mg","z"
2018-05-23,41571,"wszystkie","mg","z"
2018-05-24,41717,"wszystkie","mg","z"
2018-05-25,41839,"wszystkie","mg","z"
2018-05-26,42053,"wszystkie","mg","z"
2018-05-27,42334,"wszystkie","mg","z"
2018-05-28,42512,"wszystkie","mg","z"
2018-05-29,42687,"wszystkie","mg","z"
2018-05-30,42764,"wszystkie","mg","z"
2018-05-31,42874,"wszystkie","mg","z"
2018-06-01,42921,"wszystkie","mg","z"
2018-06-02,43015,"wszystkie","mg","z"
2018-06-03,43083,"wszystkie","mg","z"
2018-06-05,43139,"wszystkie","mg","z"
2018-06-06,43140,"wszystkie","mg","z"
2018-06-07,43172,"wszystkie","mg","z"
2018-06-08,43202,"wszystkie","mg","z"
2018-06-09,43226,"wszystkie","mg","z"
2018-06-10,43249,"wszystkie","mg","z"
2018-06-11,43277,"wszystkie","mg","z"
2018-06-12,43401,"wszystkie","mg","z"
2018-06-13,43404,"wszystkie","mg","z"
2018-06-14,43430,"wszystkie","mg","z"
2018-06-15,43432,"wszystkie","mg","z"
2018-06-16,43453,"wszystkie","mg","z"
2018-06-18,43455,"wszystkie","mg","z"
2018-06-20,43467,"wszystkie","mg","z"
2018-06-21,43540,"wszystkie","mg","z"
2018-06-22,43668,"wszystkie","mg","z"
2018-06-23,43707,"wszystkie","mg","z"
2018-06-24,43783,"wszystkie","mg","z"
2018-06-25,43800,"wszystkie","mg","z"
2018-06-26,43911,"wszystkie","mg","z"
2018-06-27,43949,"wszystkie","mg","z"
2018-06-28,44017,"wszystkie","mg","z"
2018-06-29,44022,"wszystkie","mg","z"
2018-06-30,44034,"wszystkie","mg","z"
2018-07-01,44039,"wszystkie","mg","z"
2018-07-02,44171,"wszystkie","mg","z"
2018-07-03,44623,"wszystkie","mg","z"
2018-07-04,45028,"wszystkie","mg","z"
2018-07-05,45308,"wszystkie","mg","z"
2018-07-06,45451,"wszystkie","mg","z"
2018-07-07,45503,"wszystkie","mg","z"
2018-07-08,45659,"wszystkie","mg","z"
2018-07-09,45681,"wszystkie","mg","z"
2018-07-10,45693,"wszystkie","mg","z"
2018-07-11,45965,"wszystkie","mg","z"
2018-07-12,45979,"wszystkie","mg","z"
2018-07-13,46185,"wszystkie","mg","z"
2018-07-14,46535,"wszystkie","mg","z"
2018-07-15,46752,"wszystkie","mg","z"
2018-07-16,46770,"wszystkie","mg","z"
2018-07-17,46786,"wszystkie","mg","z"
2018-07-18,46798,"wszystkie","mg","z"
2018-07-19,46829,"wszystkie","mg","z"
2018-07-20,46855,"wszystkie","mg","z"
2018-07-21,46893,"wszystkie","mg","z"
2018-07-22,46949,"wszystkie","mg","z"
2018-07-23,47017,"wszystkie","mg","z"
2018-07-24,47059,"wszystkie","mg","z"
2018-07-25,47124,"wszystkie","mg","z"
2018-07-26,47162,"wszystkie","mg","z"
2018-07-27,47194,"wszystkie","mg","z"
2018-07-28,47251,"wszystkie","mg","z"
2018-07-29,47279,"wszystkie","mg","z"
2018-07-30,47334,"wszystkie","mg","z"
2018-07-31,47391,"wszystkie","mg","z"
2018-08-01,47429,"wszystkie","mg","z"
2018-08-02,47450,"wszystkie","mg","z"
2018-08-03,47612,"wszystkie","mg","z"
2018-08-04,47687,"wszystkie","mg","z"
2018-08-05,47703,"wszystkie","mg","z"
2018-08-06,47728,"wszystkie","mg","z"
2018-08-07,47798,"wszystkie","mg","z"
2018-08-08,47810,"wszystkie","mg","z"
2018-08-09,47998,"wszystkie","mg","z"
2018-08-10,48051,"wszystkie","mg","z"
2018-08-11,48062,"wszystkie","mg","z"
2018-08-12,48063,"wszystkie","mg","z"
2018-08-13,48078,"wszystkie","mg","z"
2018-08-14,48139,"wszystkie","mg","z"
2018-08-15,48141,"wszystkie","mg","z"
2018-08-16,48178,"wszystkie","mg","z"
2018-08-17,48317,"wszystkie","mg","z"
2018-08-18,48361,"wszystkie","mg","z"
2018-08-19,48463,"wszystkie","mg","z"
2018-08-20,48534,"wszystkie","mg","z"
2018-08-21,48558,"wszystkie","mg","z"
2018-08-22,48578,"wszystkie","mg","z"
2018-08-23,48592,"wszystkie","mg","z"
2018-08-24,48646,"wszystkie","mg","z"
2018-08-26,48760,"wszystkie","mg","z"
2018-08-27,48768,"wszystkie","mg","z"
2018-08-28,48782,"wszystkie","mg","z"
2018-08-29,48795,"wszystkie","mg","z"
2018-08-30,48799,"wszystkie","mg","z"
2018-09-01,48812,"wszystkie","mg","z"
2018-09-02,48867,"wszystkie","mg","z"
2018-09-03,48873,"wszystkie","mg","z"
2018-09-04,48877,"wszystkie","mg","z"
2018-09-05,48881,"wszystkie","mg","z"
2018-09-06,48904,"wszystkie","mg","z"
2018-09-07,48908,"wszystkie","mg","z"
2018-09-08,48927,"wszystkie","mg","z"
2018-09-09,48987,"wszystkie","mg","z"
2018-09-10,48991,"wszystkie","mg","z"
2018-09-11,49011,"wszystkie","mg","z"
2018-09-12,49022,"wszystkie","mg","z"
2018-09-13,49413,"wszystkie","mg","z"
2018-09-14,49456,"wszystkie","mg","z"
2018-09-15,49531,"wszystkie","mg","z"
2018-09-16,49546,"wszystkie","mg","z"
2018-09-17,49552,"wszystkie","mg","z"
2018-09-18,49553,"wszystkie","mg","z"
2018-09-19,49556,"wszystkie","mg","z"
2018-09-20,49571,"wszystkie","mg","z"
2018-09-21,49579,"wszystkie","mg","z"
2018-09-22,49583,"wszystkie","mg","z"
2018-09-23,49597,"wszystkie","mg","z"
2018-09-24,49601,"wszystkie","mg","z"
2018-09-26,49604,"wszystkie","mg","z"
2018-09-27,49635,"wszystkie","mg","z"
2018-09-28,49636,"wszystkie","mg","z"
2018-09-29,49640,"wszystkie","mg","z"
2018-09-30,49664,"wszystkie","mg","z"
2018-10-01,49666,"wszystkie","mg","z"
2018-10-02,49670,"wszystkie","mg","z"
2018-10-03,49680,"wszystkie","mg","z"
2018-10-04,49692,"wszystkie","mg","z"
2018-10-05,49758,"wszystkie","mg","z"
2018-10-06,49765,"wszystkie","mg","z"
2018-10-07,49770,"wszystkie","mg","z"
2018-10-08,49775,"wszystkie","mg","z"
2018-10-09,49816,"wszystkie","mg","z"
2018-10-10,50335,"wszystkie","mg","z"
2018-10-11,50339,"wszystkie","mg","z"
2018-10-12,50348,"wszystkie","mg","z"
2018-10-13,50350,"wszystkie","mg","z"
2018-10-14,50353,"wszystkie","mg","z"
2018-10-17,50446,"wszystkie","mg","z"
2018-10-18,50448,"wszystkie","mg","z"
2018-10-19,50449,"wszystkie","mg","z"
2018-10-20,50481,"wszystkie","mg","z"
2018-10-21,50506,"wszystkie","mg","z"
2018-10-26,50508,"wszystkie","mg","z"
2018-10-28,50544,"wszystkie","mg","z"
2018-10-29,50545,"wszystkie","mg","z"
2018-11-01,50621,"wszystkie","mg","z"
2018-11-03,50623,"wszystkie","mg","z"
2018-11-04,50626,"wszystkie","mg","z"
2018-11-05,50683,"wszystkie","mg","z"
2018-11-08,50684,"wszystkie","mg","z"
2018-11-09,50695,"wszystkie","mg","z"
2018-11-10,50696,"wszystkie","mg","z"
2018-11-11,50701,"wszystkie","mg","z"
2018-11-12,50708,"wszystkie","mg","z"
2018-11-15,50749,"wszystkie","mg","z"
2018-11-19,50750,"wszystkie","mg","z"
2018-11-20,50774,"wszystkie","mg","z"
2018-11-21,51034,"wszystkie","mg","z"
2018-11-23,51247,"wszystkie","mg","z"
2018-11-24,51377,"wszystkie","mg","z"
2018-11-25,51418,"wszystkie","mg","z"
2018-11-26,51421,"wszystkie","mg","z"
2018-11-27,51430,"wszystkie","mg","z"
2018-11-28,51486,"wszystkie","mg","z"
2018-11-29,51489,"wszystkie","mg","z"
2018-11-30,51493,"wszystkie","mg","z"
2018-12-02,51526,"wszystkie","mg","z"
2018-12-03,51564,"wszystkie","mg","z"
2018-12-04,51662,"wszystkie","mg","z"
2018-12-07,51811,"wszystkie","mg","z"
2018-12-08,51812,"wszystkie","mg","z"
2018-12-09,51816,"wszystkie","mg","z"
2018-12-10,51820,"wszystkie","mg","z"
2018-12-11,51855,"wszystkie","mg","z"
2018-12-13,51927,"wszystkie","mg","z"
2018-12-14,51973,"wszystkie","mg","z"
2018-12-15,52003,"wszystkie","mg","z"
2018-12-16,52170,"wszystkie","mg","z"
2018-12-17,52201,"wszystkie","mg","z"
2018-12-18,52212,"wszystkie","mg","z"
2018-12-19,52369,"wszystkie","mg","z"
2018-12-23,52390,"wszystkie","mg","z"
2018-12-24,52410,"wszystkie","mg","z"
2018-12-25,52411,"wszystkie","mg","z"
2018-12-26,52414,"wszystkie","mg","z"
2018-12-29,52423,"wszystkie","mg","z"
2018-12-30,52453,"wszystkie","mg","z"
2018-12-31,52618,"wszystkie","mg","z"
2019-01-01,52851,"wszystkie","mg","z"
2019-01-02,52876,"wszystkie","mg","z"
2019-01-03,52908,"wszystkie","mg","z"
2019-01-04,52931,"wszystkie","mg","z"
2019-01-06,52936,"wszystkie","mg","z"
2019-01-07,52937,"wszystkie","mg","z"
2019-01-08,52949,"wszystkie","mg","z"
2019-01-09,52973,"wszystkie","mg","z"
2019-01-10,53003,"wszystkie","mg","z"
2019-01-11,53049,"wszystkie","mg","z"
2019-01-12,53051,"wszystkie","mg","z"
2019-01-13,53073,"wszystkie","mg","z"
2019-01-14,53079,"wszystkie","mg","z"
2019-01-16,53080,"wszystkie","mg","z"
2019-01-17,53100,"wszystkie","mg","z"
2019-01-18,53110,"wszystkie","mg","z"
2019-01-19,53119,"wszystkie","mg","z"
2019-01-20,53149,"wszystkie","mg","z"
2019-01-22,53170,"wszystkie","mg","z"
2019-01-23,53195,"wszystkie","mg","z"
2019-01-24,53196,"wszystkie","mg","z"
2019-01-26,53197,"wszystkie","mg","z"
2019-01-27,53239,"wszystkie","mg","z"
2019-01-28,53260,"wszystkie","mg","z"
2019-01-29,53284,"wszystkie","mg","z"
2019-01-30,53297,"wszystkie","mg","z"
2019-01-31,53360,"wszystkie","mg","z"
2019-02-01,53400,"wszystkie","mg","z"
2019-02-02,53402,"wszystkie","mg","z"
2019-02-04,53558,"wszystkie","mg","z"
2019-02-05,53563,"wszystkie","mg","z"
2019-02-06,53567,"wszystkie","mg","z"
2019-02-07,53587,"wszystkie","mg","z"
2019-02-08,53602,"wszystkie","mg","z"
2019-02-10,54549,"wszystkie","mg","z"
2019-02-11,54673,"wszystkie","mg","z"
2019-02-12,54829,"wszystkie","mg","z"
2019-02-13,55088,"wszystkie","mg","z"
2019-02-14,55493,"wszystkie","mg","z"
2019-02-15,55526,"wszystkie","mg","z"
2019-02-16,55534,"wszystkie","mg","z"
2019-02-17,55583,"wszystkie","mg","z"
2019-02-18,55625,"wszystkie","mg","z"
2019-02-19,55693,"wszystkie","mg","z"
2019-02-20,55713,"wszystkie","mg","z"
2019-02-21,55772,"wszystkie","mg","z"
2019-02-22,55806,"wszystkie","mg","z"
2019-02-23,56103,"wszystkie","mg","z"
2019-02-24,56255,"wszystkie","mg","z"
2019-02-25,56316,"wszystkie","mg","z"
2019-02-27,56318,"wszystkie","mg","z"
2019-02-28,56328,"wszystkie","mg","z"
2019-03-03,56341,"wszystkie","mg","z"
2019-03-04,56357,"wszystkie","mg","z"
2019-03-05,56438,"wszystkie","mg","z"
2019-03-06,56452,"wszystkie","mg","z"
2019-03-07,56458,"wszystkie","mg","z"
2019-03-08,56462,"wszystkie","mg","z"
2019-03-09,56470,"wszystkie","mg","z"
2019-03-10,56481,"wszystkie","mg","z"
2019-03-11,56483,"wszystkie","mg","z"
2019-03-12,56484,"wszystkie","mg","z"
2019-03-13,56510,"wszystkie","mg","z"
2019-03-14,56511,"wszystkie","mg","z"
2019-03-17,56515,"wszystkie","mg","z"
2019-03-19,56704,"wszystkie","mg","z"
2019-03-20,56718,"wszystkie","mg","z"
2019-03-21,56748,"wszystkie","mg","z"
2019-03-22,56778,"wszystkie","mg","z"
2019-03-23,56963,"wszystkie","mg","z"
2019-03-24,56969,"wszystkie","mg","z"
2019-03-25,56970,"wszystkie","mg","z"
2019-03-26,57095,"wszystkie","mg","z"
2019-03-27,57102,"wszystkie","mg","z"
2019-03-28,57109,"wszystkie","mg","z"
2019-03-29,57174,"wszystkie","mg","z"
2019-03-30,57183,"wszystkie","mg","z"
2019-03-31,57186,"wszystkie","mg","z"
2019-04-02,57207,"wszystkie","mg","z"
2019-04-03,57229,"wszystkie","mg","z"
2019-04-04,57239,"wszystkie","mg","z"
2019-04-06,57241,"wszystkie","mg","z"
2019-04-07,57272,"wszystkie","mg","z"
2019-04-08,57417,"wszystkie","mg","z"
2019-04-09,57418,"wszystkie","mg","z"
2019-04-10,57433,"wszystkie","mg","z"
2019-04-11,57434,"wszystkie","mg","z"
2019-04-12,57436,"wszystkie","mg","z"
2019-04-14,57438,"wszystkie","mg","z"
2019-04-15,57480,"wszystkie","mg","z"
2019-04-17,57490,"wszystkie","mg","z"
2019-04-18,57499,"wszystkie","mg","z"
2019-04-19,57500,"wszystkie","mg","z"
2019-04-21,57501,"wszystkie","mg","z"
2019-04-22,57502,"wszystkie","mg","z"
2019-04-23,57506,"wszystkie","mg","z"
2019-04-24,57509,"wszystkie","mg","z"
2019-04-25,57510,"wszystkie","mg","z"
2019-04-29,57537,"wszystkie","mg","z"
2019-05-02,57697,"wszystkie","mg","z"
2019-05-03,57725,"wszystkie","mg","z"
2019-05-04,57744,"wszystkie","mg","z"
2019-05-05,57748,"wszystkie","mg","z"
2019-05-09,57752,"wszystkie","mg","z"
2019-05-10,57774,"wszystkie","mg","z"
2019-05-11,57830,"wszystkie","mg","z"
2019-05-12,57872,"wszystkie","mg","z"
2019-05-13,57883,"wszystkie","mg","z"
2019-05-14,57886,"wszystkie","mg","z"
2019-05-15,57901,"wszystkie","mg","z"
2019-05-16,57922,"wszystkie","mg","z"
2019-05-17,57950,"wszystkie","mg","z"
2019-05-18,57974,"wszystkie","mg","z"
2019-05-19,57994,"wszystkie","mg","z"
2019-05-21,58000,"wszystkie","mg","z"
2019-05-23,58016,"wszystkie","mg","z"
2019-05-24,58034,"wszystkie","mg","z"
2019-05-25,58092,"wszystkie","mg","z"
2019-05-26,58099,"wszystkie","mg","z"
2019-05-29,58107,"wszystkie","mg","z"
2019-06-01,58108,"wszystkie","mg","z"
2019-06-02,58189,"wszystkie","mg","z"
2019-06-03,58191,"wszystkie","mg","z"
2019-06-05,58220,"wszystkie","mg","z"
2019-06-06,58221,"wszystkie","mg","z"
2019-06-07,58223,"wszystkie","mg","z"
2019-06-08,58311,"wszystkie","mg","z"
2019-06-09,58331,"wszystkie","mg","z"
2019-06-10,58391,"wszystkie","mg","z"
2019-06-11,58455,"wszystkie","mg","z"
2019-06-12,58456,"wszystkie","mg","z"
2019-06-14,58516,"wszystkie","mg","z"
2019-06-15,58594,"wszystkie","mg","z"
2019-06-17,58641,"wszystkie","mg","z"
2019-06-19,58643,"wszystkie","mg","z"
2019-06-23,58645,"wszystkie","mg","z"
2019-06-26,58678,"wszystkie","mg","z"
2019-06-27,58692,"wszystkie","mg","z"
2019-06-28,58703,"wszystkie","mg","z"
2019-06-29,58704,"wszystkie","mg","z"
2019-07-04,58707,"wszystkie","mg","z"
2019-07-10,58709,"wszystkie","mg","z"
2019-07-11,58759,"wszystkie","mg","z"
2019-07-12,58760,"wszystkie","mg","z"
2019-07-14,58765,"wszystkie","mg","z"
2019-07-15,58772,"wszystkie","mg","z"
2019-07-16,58787,"wszystkie","mg","z"
2019-07-18,58789,"wszystkie","mg","z"
2019-07-19,58797,"wszystkie","mg","z"
2019-07-20,58799,"wszystkie","mg","z"
2019-07-29,58800,"wszystkie","mg","z"
2019-08-04,58804,"wszystkie","mg","z"
2019-08-06,58812,"wszystkie","mg","z"
2019-08-12,58815,"wszystkie","mg","z"
2019-08-13,58855,"wszystkie","mg","z"
2019-08-15,58995,"wszystkie","mg","z"
2019-08-16,59008,"wszystkie","mg","z"
2019-08-17,59143,"wszystkie","mg","z"
2019-08-18,59449,"wszystkie","mg","z"
2019-08-19,59493,"wszystkie","mg","z"
2019-08-20,59509,"wszystkie","mg","z"
2019-08-21,59516,"wszystkie","mg","z"
2019-08-22,59517,"wszystkie","mg","z"
2019-08-23,59533,"wszystkie","mg","z"
2019-08-24,59606,"wszystkie","mg","z"
2019-08-25,59611,"wszystkie","mg","z"
2019-08-26,59616,"wszystkie","mg","z"
2019-08-28,59668,"wszystkie","mg","z"
2019-08-29,59669,"wszystkie","mg","z"
2019-08-30,59672,"wszystkie","mg","z"
2019-08-31,60130,"wszystkie","mg","z"
2019-09-01,60472,"wszystkie","mg","z"
2019-09-02,60564,"wszystkie","mg","z"
2019-09-03,60656,"wszystkie","mg","z"
2019-09-04,60698,"wszystkie","mg","z"
2019-09-05,60903,"wszystkie","mg","z"
2019-09-06,61026,"wszystkie","mg","z"
2019-09-07,61230,"wszystkie","mg","z"
2019-09-08,61359,"wszystkie","mg","z"
2019-09-09,61407,"wszystkie","mg","z"
2019-09-10,61504,"wszystkie","mg","z"
2019-09-11,61533,"wszystkie","mg","z"
2019-09-12,61656,"wszystkie","mg","z"
2019-09-13,61742,"wszystkie","mg","z"
2019-09-14,61813,"wszystkie","mg","z"
2019-09-15,61915,"wszystkie","mg","z"
2019-09-16,62132,"wszystkie","mg","z"
2019-09-17,62321,"wszystkie","mg","z"
2019-09-18,62639,"wszystkie","mg","z"
2019-09-19,62858,"wszystkie","mg","z"
2019-09-20,62915,"wszystkie","mg","z"
2019-09-21,62941,"wszystkie","mg","z"
2019-09-22,62987,"wszystkie","mg","z"
2019-09-23,63010,"wszystkie","mg","z"
2019-09-24,63049,"wszystkie","mg","z"
2019-09-25,63063,"wszystkie","mg","z"
2019-09-26,63068,"wszystkie","mg","z"
2019-09-27,63152,"wszystkie","mg","z"
2019-09-28,63229,"wszystkie","mg","z"
2019-09-30,63233,"wszystkie","mg","z"
2019-10-01,63256,"wszystkie","mg","z"
2019-10-03,63258,"wszystkie","mg","z"
2019-10-04,63295,"wszystkie","mg","z"
2019-10-05,63407,"wszystkie","mg","z"
2019-10-06,63451,"wszystkie","mg","z"
2019-10-08,63453,"wszystkie","mg","z"
2019-10-09,63470,"wszystkie","mg","z"
2019-10-11,63556,"wszystkie","mg","z"
2019-10-12,63596,"wszystkie","mg","z"
2019-10-13,63600,"wszystkie","mg","z"
2019-10-14,63617,"wszystkie","mg","z"
