field/0/_name,field/0/__text,field/1/_name,field/1/__text,field/2/_name,field/2/__text,field/3/_name,field/3/__text,field/4/_name,field/4/__text,field/5/_name,field/5/__text
Country or Area,Middle Africa,Element,Production,Year,2007,Unit,tonnes,Value,1289.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,2006,Unit,tonnes,Value,1274.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,2005,Unit,tonnes,Value,1554.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,2004,Unit,tonnes,Value,1507.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,2003,Unit,tonnes,Value,1449.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,2002,Unit,tonnes,Value,1433.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,2001,Unit,tonnes,Value,1349.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,2000,Unit,tonnes,Value,1230.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1999,Unit,tonnes,Value,1201.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1998,Unit,tonnes,Value,1203.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1997,Unit,tonnes,Value,1108.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1996,Unit,tonnes,Value,1031.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1995,Unit,tonnes,Value,939.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1994,Unit,tonnes,Value,917.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1993,Unit,tonnes,Value,957.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1992,Unit,tonnes,Value,990.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1991,Unit,tonnes,Value,956.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1990,Unit,tonnes,Value,977.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1989,Unit,tonnes,Value,941.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1988,Unit,tonnes,Value,980.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1987,Unit,tonnes,Value,1011.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1986,Unit,tonnes,Value,1028.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1985,Unit,tonnes,Value,1028.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1984,Unit,tonnes,Value,1008.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1983,Unit,tonnes,Value,995.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1982,Unit,tonnes,Value,982.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1981,Unit,tonnes,Value,969.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1980,Unit,tonnes,Value,969.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1979,Unit,tonnes,Value,938.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1978,Unit,tonnes,Value,906.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1977,Unit,tonnes,Value,875.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1976,Unit,tonnes,Value,859.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1975,Unit,tonnes,Value,922.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1974,Unit,tonnes,Value,906.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1973,Unit,tonnes,Value,891.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1972,Unit,tonnes,Value,875.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1971,Unit,tonnes,Value,844.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1970,Unit,tonnes,Value,838.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1969,Unit,tonnes,Value,832.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1968,Unit,tonnes,Value,813.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1967,Unit,tonnes,Value,794.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1966,Unit,tonnes,Value,781.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1965,Unit,tonnes,Value,781.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1964,Unit,tonnes,Value,781.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1963,Unit,tonnes,Value,750.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1962,Unit,tonnes,Value,719.00,Value Footnotes,A
Country or Area,Middle Africa,Element,Production,Year,1961,Unit,tonnes,Value,688.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2019,Unit,tonnes,Value,3000.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2018,Unit,tonnes,Value,2800.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2017,Unit,tonnes,Value,2778.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2016,Unit,tonnes,Value,2604.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2015,Unit,tonnes,Value,2135.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2014,Unit,tonnes,Value,2048.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2013,Unit,tonnes,Value,1804.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2012,Unit,tonnes,Value,1525.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2011,Unit,tonnes,Value,1447.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2010,Unit,tonnes,Value,950.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2009,Unit,tonnes,Value,2224.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2008,Unit,tonnes,Value,2028.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2007,Unit,tonnes,Value,1974.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2006,Unit,tonnes,Value,1944.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2005,Unit,tonnes,Value,1632.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2004,Unit,tonnes,Value,1680.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2003,Unit,tonnes,Value,1500.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2002,Unit,tonnes,Value,1806.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2001,Unit,tonnes,Value,1067.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,2000,Unit,tonnes,Value,1380.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1999,Unit,tonnes,Value,1320.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1998,Unit,tonnes,Value,1212.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1997,Unit,tonnes,Value,1188.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1996,Unit,tonnes,Value,942.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1995,Unit,tonnes,Value,1026.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1994,Unit,tonnes,Value,972.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1993,Unit,tonnes,Value,1248.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1992,Unit,tonnes,Value,1355.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1991,Unit,tonnes,Value,1074.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1990,Unit,tonnes,Value,916.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1989,Unit,tonnes,Value,816.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1988,Unit,tonnes,Value,774.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1987,Unit,tonnes,Value,810.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1986,Unit,tonnes,Value,816.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1985,Unit,tonnes,Value,792.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1984,Unit,tonnes,Value,726.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1983,Unit,tonnes,Value,660.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1982,Unit,tonnes,Value,822.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1981,Unit,tonnes,Value,762.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1980,Unit,tonnes,Value,900.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1979,Unit,tonnes,Value,876.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1978,Unit,tonnes,Value,840.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1977,Unit,tonnes,Value,840.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1976,Unit,tonnes,Value,840.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1975,Unit,tonnes,Value,828.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1974,Unit,tonnes,Value,840.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1973,Unit,tonnes,Value,840.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1972,Unit,tonnes,Value,780.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1971,Unit,tonnes,Value,720.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1970,Unit,tonnes,Value,780.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1969,Unit,tonnes,Value,720.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1968,Unit,tonnes,Value,780.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1967,Unit,tonnes,Value,720.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1966,Unit,tonnes,Value,780.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1965,Unit,tonnes,Value,840.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1964,Unit,tonnes,Value,720.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1963,Unit,tonnes,Value,660.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1962,Unit,tonnes,Value,540.00,Value Footnotes,A
Country or Area,Mongolia,Element,Production,Year,1961,Unit,tonnes,Value,420.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2019,Unit,tonnes,Value,9228.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2018,Unit,tonnes,Value,10950.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2017,Unit,tonnes,Value,10286.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2016,Unit,tonnes,Value,8989.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2015,Unit,tonnes,Value,6381.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2014,Unit,tonnes,Value,9943.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2013,Unit,tonnes,Value,9668.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2012,Unit,tonnes,Value,8598.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2011,Unit,tonnes,Value,9086.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2010,Unit,tonnes,Value,5555.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2009,Unit,tonnes,Value,6050.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2008,Unit,tonnes,Value,6600.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2007,Unit,tonnes,Value,6820.00,Value Footnotes,A
Country or Area,Montenegro,Element,Production,Year,2006,Unit,tonnes,Value,7150.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2019,Unit,tonnes,Value,33150.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2018,Unit,tonnes,Value,32902.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2017,Unit,tonnes,Value,32631.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2016,Unit,tonnes,Value,32306.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2015,Unit,tonnes,Value,32022.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2014,Unit,tonnes,Value,31522.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2013,Unit,tonnes,Value,32133.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2012,Unit,tonnes,Value,34721.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2011,Unit,tonnes,Value,31201.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2010,Unit,tonnes,Value,26523.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2009,Unit,tonnes,Value,39776.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2008,Unit,tonnes,Value,39132.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2007,Unit,tonnes,Value,36852.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2006,Unit,tonnes,Value,34530.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2005,Unit,tonnes,Value,32226.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2004,Unit,tonnes,Value,31667.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2003,Unit,tonnes,Value,28950.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2002,Unit,tonnes,Value,28722.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2001,Unit,tonnes,Value,26493.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,2000,Unit,tonnes,Value,27617.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1999,Unit,tonnes,Value,27051.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1998,Unit,tonnes,Value,24943.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1997,Unit,tonnes,Value,28325.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1996,Unit,tonnes,Value,21778.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1995,Unit,tonnes,Value,7083.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1994,Unit,tonnes,Value,6997.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1993,Unit,tonnes,Value,7292.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1992,Unit,tonnes,Value,7433.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1991,Unit,tonnes,Value,7247.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1990,Unit,tonnes,Value,7294.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1989,Unit,tonnes,Value,7340.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1988,Unit,tonnes,Value,7040.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1987,Unit,tonnes,Value,7014.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1986,Unit,tonnes,Value,6413.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1985,Unit,tonnes,Value,5552.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1984,Unit,tonnes,Value,4938.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1983,Unit,tonnes,Value,6071.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1982,Unit,tonnes,Value,5955.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1981,Unit,tonnes,Value,5836.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1980,Unit,tonnes,Value,5415.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1979,Unit,tonnes,Value,5555.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1978,Unit,tonnes,Value,5407.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1977,Unit,tonnes,Value,5022.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1976,Unit,tonnes,Value,4799.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1975,Unit,tonnes,Value,5280.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1974,Unit,tonnes,Value,4521.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1973,Unit,tonnes,Value,4699.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1972,Unit,tonnes,Value,4757.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1971,Unit,tonnes,Value,4404.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1970,Unit,tonnes,Value,4622.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1969,Unit,tonnes,Value,4654.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1968,Unit,tonnes,Value,4313.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1967,Unit,tonnes,Value,4153.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1966,Unit,tonnes,Value,3891.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1965,Unit,tonnes,Value,3729.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1964,Unit,tonnes,Value,3556.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1963,Unit,tonnes,Value,3500.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1962,Unit,tonnes,Value,3513.00,Value Footnotes,A
Country or Area,Morocco,Element,Production,Year,1961,Unit,tonnes,Value,3819.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2019,Unit,tonnes,Value,144447.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2018,Unit,tonnes,Value,138175.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2017,Unit,tonnes,Value,138116.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2016,Unit,tonnes,Value,138598.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2015,Unit,tonnes,Value,135657.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2014,Unit,tonnes,Value,122835.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2013,Unit,tonnes,Value,110152.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2012,Unit,tonnes,Value,101565.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2011,Unit,tonnes,Value,83660.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2010,Unit,tonnes,Value,79950.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2009,Unit,tonnes,Value,75249.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2008,Unit,tonnes,Value,66205.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2007,Unit,tonnes,Value,61474.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2006,Unit,tonnes,Value,55401.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2005,Unit,tonnes,Value,50653.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2004,Unit,tonnes,Value,45910.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2003,Unit,tonnes,Value,42574.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2002,Unit,tonnes,Value,32962.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2001,Unit,tonnes,Value,32026.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,2000,Unit,tonnes,Value,31290.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1999,Unit,tonnes,Value,30619.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1998,Unit,tonnes,Value,29913.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1997,Unit,tonnes,Value,29378.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1996,Unit,tonnes,Value,28861.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1995,Unit,tonnes,Value,28095.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1994,Unit,tonnes,Value,27622.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1993,Unit,tonnes,Value,27272.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1992,Unit,tonnes,Value,26993.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1991,Unit,tonnes,Value,26770.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1990,Unit,tonnes,Value,26568.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1989,Unit,tonnes,Value,26072.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1988,Unit,tonnes,Value,34253.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1987,Unit,tonnes,Value,36069.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1986,Unit,tonnes,Value,35669.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1985,Unit,tonnes,Value,36068.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1984,Unit,tonnes,Value,35129.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1983,Unit,tonnes,Value,27614.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1982,Unit,tonnes,Value,22590.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1981,Unit,tonnes,Value,19640.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1980,Unit,tonnes,Value,17059.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1979,Unit,tonnes,Value,16603.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1978,Unit,tonnes,Value,14706.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1977,Unit,tonnes,Value,14258.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1976,Unit,tonnes,Value,13398.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1975,Unit,tonnes,Value,13183.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1974,Unit,tonnes,Value,13003.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1973,Unit,tonnes,Value,12194.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1972,Unit,tonnes,Value,7969.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1971,Unit,tonnes,Value,7793.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1970,Unit,tonnes,Value,7610.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1969,Unit,tonnes,Value,7568.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1968,Unit,tonnes,Value,10087.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1967,Unit,tonnes,Value,9719.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1966,Unit,tonnes,Value,9092.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1965,Unit,tonnes,Value,8465.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1964,Unit,tonnes,Value,7838.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1963,Unit,tonnes,Value,7211.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1962,Unit,tonnes,Value,6584.00,Value Footnotes,A
Country or Area,Myanmar,Element,Production,Year,1961,Unit,tonnes,Value,6003.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2019,Unit,tonnes,Value,368.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2018,Unit,tonnes,Value,357.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2017,Unit,tonnes,Value,372.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2016,Unit,tonnes,Value,378.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2015,Unit,tonnes,Value,344.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2014,Unit,tonnes,Value,375.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2013,Unit,tonnes,Value,375.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2012,Unit,tonnes,Value,375.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2011,Unit,tonnes,Value,370.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2010,Unit,tonnes,Value,370.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2009,Unit,tonnes,Value,320.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2008,Unit,tonnes,Value,282.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2007,Unit,tonnes,Value,280.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2006,Unit,tonnes,Value,277.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2005,Unit,tonnes,Value,262.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2004,Unit,tonnes,Value,265.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2003,Unit,tonnes,Value,262.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2002,Unit,tonnes,Value,88.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2001,Unit,tonnes,Value,62.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,2000,Unit,tonnes,Value,58.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1999,Unit,tonnes,Value,61.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1998,Unit,tonnes,Value,63.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1997,Unit,tonnes,Value,59.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1996,Unit,tonnes,Value,65.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1995,Unit,tonnes,Value,62.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1994,Unit,tonnes,Value,63.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1993,Unit,tonnes,Value,59.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1992,Unit,tonnes,Value,54.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1991,Unit,tonnes,Value,65.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1990,Unit,tonnes,Value,76.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1989,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1988,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1987,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1986,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1985,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1984,Unit,tonnes,Value,70.00,Value Footnotes,A
Country or Area,Namibia,Element,Production,Year,1983,Unit,tonnes,Value,70.00,Value Footnotes,A
