Year,County,Region,Child Population,% of Children in Total Population,Total Population
2015,Collingsworth,1-Lubbock,821,26,3106
2015,Colorado,6-Houston,4873,23,21046
2015,Comal,8-San Antonio,28362,23,126054
2015,Comanche,2-Abilene,3116,23,13521
2015,Concho,9-Midland,555,14,4102
2015,Cooke,3-Arlington,9228,24,39082
2015,Coryell,7-Austin,20527,27,76750
2015,Cottle,2-Abilene,325,22,1503
2015,Crane,9-Midland,1479,29,5190
2015,Crockett,9-Midland,972,25,3887
2015,Crosby,1-Lubbock,1666,27,6235
2015,Culberson,10-El Paso,531,23,2319
2015,Dallam,1-Lubbock,2110,30,6943
2015,Dallas,3-Arlington,691569,27,2551029
2015,Dawson,9-Midland,3282,24,13671
2015,DeWitt,8-San Antonio,4483,22,20855
2015,Deaf Smith,1-Lubbock,5872,31,18697
2015,Delta,4-Tyler,1115,21,5299
2015,Denton,3-Arlington,198629,26,771688
2015,Dickens,1-Lubbock,376,17,2258
2015,Dimmit,8-San Antonio,3142,29,10769
2015,Donley,1-Lubbock,693,20,3524
2015,Duval,11-Edinburg,3025,26,11824
2015,Eastland,2-Abilene,4130,22,18411
2015,Ector,9-Midland,46943,30,158753
2015,Edwards,8-San Antonio,399,20,1997
2015,El Paso,10-El Paso,238130,28,839545
2015,Ellis,3-Arlington,43765,27,163301
2015,Erath,3-Arlington,8532,22,39471
2015,Falls,7-Austin,3573,21,17223
2015,Fannin,3-Arlington,7096,21,34231
2015,Fayette,7-Austin,5427,22,25219
2015,Fisher,2-Abilene,822,21,3963
2015,Floyd,1-Lubbock,1585,26,6031
2015,Foard,2-Abilene,245,19,1270
2015,Fort Bend,6-Houston,190264,27,702044
2015,Franklin,4-Tyler,2649,25,10730
2015,Freestone,7-Austin,4490,23,19847
2015,Frio,8-San Antonio,4435,24,18565
2015,Gaines,9-Midland,6686,34,19735
2015,Galveston,6-Houston,79414,25,322292
2015,Garza,1-Lubbock,1321,20,6615
2015,Gillespie,8-San Antonio,4851,19,25393
2015,Glasscock,9-Midland,301,23,1290
2015,Goliad,8-San Antonio,1559,21,7485
2015,Gonzales,8-San Antonio,5497,27,20651
2015,Gray,1-Lubbock,5711,25,23242
2015,Grayson,3-Arlington,29835,24,126409
2015,Gregg,4-Tyler,31730,26,124043
2015,Grimes,7-Austin,6088,22,27755
2015,Guadalupe,8-San Antonio,38629,26,149395
2015,Hale,1-Lubbock,9763,28,34731
2015,Hall,1-Lubbock,788,24,3303
2015,Hamilton,7-Austin,1793,22,8338
2015,Hansford,1-Lubbock,1661,29,5698
2015,Hardeman,2-Abilene,958,24,3963
2015,Hardin,5-Beaumont,13457,24,55738
2015,Harris,6-Houston,1236430,27,4527909
2015,Harrison,4-Tyler,17077,25,67021
2015,Hartley,1-Lubbock,1250,21,6029
2015,Haskell,2-Abilene,1192,20,5983
2015,Hays,7-Austin,45540,24,191851
2015,Hemphill,1-Lubbock,1271,31,4151
2015,Henderson,4-Tyler,17257,22,80005
2015,Hidalgo,11-Edinburg,262042,32,822205
2015,Hill,7-Austin,8483,24,35475
2015,Hockley,1-Lubbock,6336,27,23723
2015,Hood,3-Arlington,11098,20,54870
2015,Hopkins,4-Tyler,8677,24,36161
2015,Houston,5-Beaumont,4584,20,23135
2015,Howard,9-Midland,8655,23,37856
2015,Hudspeth,10-El Paso,818,24,3410
2015,Hunt,3-Arlington,21174,23,90372
2015,Hutchinson,1-Lubbock,5496,25,21747
2015,Irion,9-Midland,292,19,1537
2015,Jack,2-Abilene,1884,21,8933
2015,Jackson,8-San Antonio,3810,25,14965
2015,Jasper,5-Beaumont,8431,24,35716
2015,Jeff Davis,10-El Paso,333,15,2198
2015,Jefferson,5-Beaumont,59189,23,255300
2015,Jim Hogg,11-Edinburg,1493,29,5190
2015,Jim Wells,11-Edinburg,11729,28,41884
2015,Johnson,3-Arlington,41992,26,161209
2015,Jones,2-Abilene,3427,17,19905
2015,Karnes,8-San Antonio,3083,21,15034
2015,Kaufman,3-Arlington,30339,27,113657
2015,Kendall,8-San Antonio,8929,23,39084
2015,Kenedy,11-Edinburg,98,22,445
2015,Kent,2-Abilene,162,21,789
2015,Kerr,8-San Antonio,10092,20,50864
2015,Kimble,9-Midland,843,19,4464
2015,King,1-Lubbock,61,21,295
2015,Kinney,8-San Antonio,673,19,3486
2015,Kleberg,11-Edinburg,7422,24,31225
2015,Knox,2-Abilene,965,25,3813
2015,La Salle,8-San Antonio,1501,20,7556
2015,Lamar,4-Tyler,11521,23,49980
2015,Lamb,1-Lubbock,3591,27,13356
2015,Lampasas,7-Austin,4521,22,20295
2015,Lavaca,8-San Antonio,4584,23,19818
2015,Lee,7-Austin,4169,24,17102
2015,Leon,7-Austin,3775,22,17227
2015,Liberty,6-Houston,19763,25,80287
2015,Limestone,7-Austin,5301,23,23481
2015,Lipscomb,1-Lubbock,876,25,3459
2015,Live Oak,11-Edinburg,2322,20,11748
2015,Llano,7-Austin,3021,16,19348
2015,Loving,9-Midland,11,13,87
2015,Lubbock,1-Lubbock,71740,24,295763
2015,Lynn,1-Lubbock,1475,26,5716
2015,Madison,7-Austin,3075,22,14054
2015,Marion,4-Tyler,1929,18,10458
2015,Martin,9-Midland,1515,28,5367
2015,Mason,9-Midland,782,20,3928
2015,Matagorda,6-Houston,9199,25,36932
2015,Maverick,8-San Antonio,17809,31,57107
2015,McCulloch,9-Midland,1949,23,8448
2015,McLennan,7-Austin,62925,26,243882
2015,McMullen,11-Edinburg,133,18,746
2015,Medina,8-San Antonio,11504,24,48221
2015,Menard,9-Midland,422,19,2199
2015,Midland,9-Midland,43753,28,158745
2015,Milam,7-Austin,6026,24,24634
2015,Mills,7-Austin,1055,22,4875
2015,Mitchell,2-Abilene,1827,19,9622
2015,Montague,2-Abilene,4329,22,19446
2015,Montgomery,6-Houston,137611,26,529079
2015,Moore,1-Lubbock,6579,30,21734
2015,Morris,4-Tyler,2810,22,12698
2015,Motley,1-Lubbock,235,20,1191
2015,Nacogdoches,5-Beaumont,13806,22,63548
2015,Navarro,3-Arlington,12038,25,47908
2015,Newton,5-Beaumont,2842,20,14051
2015,Nolan,2-Abilene,3944,26,15376
2015,Nueces,11-Edinburg,90977,25,360992
2015,Ochiltree,1-Lubbock,3285,31,10737
2015,Oldham,1-Lubbock,636,30,2140
2015,Orange,5-Beaumont,19598,23,84037
2015,Palo Pinto,3-Arlington,6503,23,27979
2015,Panola,4-Tyler,5922,24,24238
2015,Parker,3-Arlington,29765,24,125811
2015,Parmer,1-Lubbock,2793,29,9697
2015,Pecos,9-Midland,3908,24,16119
2015,Polk,5-Beaumont,9371,20,47077
2015,Potter,1-Lubbock,32188,26,122204
2015,Presidio,10-El Paso,1730,26,6726
2015,Rains,4-Tyler,2187,20,11147
2015,Randall,1-Lubbock,31219,24,128364
2015,Reagan,9-Midland,1064,28,3739
2015,Real,8-San Antonio,597,18,3364
2015,Red River,4-Tyler,2591,20,12770
2015,Reeves,9-Midland,3192,22,14686
2015,Refugio,11-Edinburg,1717,23,7475
2015,Roberts,1-Lubbock,237,25,955
2015,Robertson,7-Austin,3809,23,16713
2015,Rockwall,3-Arlington,24225,27,89731
2015,Runnels,2-Abilene,2534,24,10726
2015,Rusk,4-Tyler,11753,22,53046
2015,Sabine,5-Beaumont,1913,18,10372
2015,San Augustine,5-Beaumont,1672,19,8631
2015,San Jacinto,5-Beaumont,6168,22,27583
2015,San Patricio,11-Edinburg,17969,26,67868
2015,San Saba,7-Austin,1153,19,5945
2015,Schleicher,9-Midland,922,28,3296
2015,Scurry,2-Abilene,4366,25,17598
2015,Shackelford,2-Abilene,770,23,3370
2015,Shelby,5-Beaumont,6699,26,25552
2015,Sherman,1-Lubbock,831,27,3120
2015,Smith,4-Tyler,55462,25,222690
2015,Somervell,3-Arlington,2009,23,8832
2015,Starr,11-Edinburg,20113,32,63044
2015,Stephens,2-Abilene,2191,23,9589
2015,Sterling,9-Midland,269,22,1199
2015,Stonewall,2-Abilene,310,21,1498
2015,Sutton,9-Midland,1005,24,4221
2015,Swisher,1-Lubbock,1887,25,7576
2015,Tarrant,3-Arlington,523708,27,1973526
2015,Taylor,2-Abilene,33423,25,135587
2015,Terrell,9-Midland,207,20,1022
2015,Terry,1-Lubbock,3374,26,12834
2015,Throckmorton,2-Abilene,317,20,1556
2015,Titus,4-Tyler,9389,29,32731
2015,Tom Green,9-Midland,26860,23,116140
2015,Travis,7-Austin,267332,23,1157447
2015,Trinity,5-Beaumont,2774,19,14429
2015,Tyler,5-Beaumont,4119,19,21503
2015,Upshur,4-Tyler,9278,23,40422
2015,Upton,9-Midland,968,27,3645
2015,Uvalde,8-San Antonio,7174,27,27040
2015,Val Verde,8-San Antonio,13970,29,48649
2015,Van Zandt,4-Tyler,12317,23,54009
2015,Victoria,8-San Antonio,22779,25,91894
2015,Walker,6-Houston,11936,17,70407
2015,Waller,6-Houston,11089,24,46782
2015,Ward,9-Midland,3331,28,11914
2015,Washington,7-Austin,7534,22,34373
2015,Webb,11-Edinburg,83785,32,262486
2015,Wharton,6-Houston,10772,26,41645
2015,Wheeler,1-Lubbock,1393,25,5599
2015,Wichita,2-Abilene,29876,23,132213
2015,Wilbarger,2-Abilene,3173,24,13266
2015,Willacy,11-Edinburg,5553,25,22166
2015,Williamson,7-Austin,134627,27,500485
2015,Wilson,8-San Antonio,11333,24,47206
2015,Winkler,9-Midland,2377,29,8062
2015,Wise,3-Arlington,14900,24,62467
2015,Wood,4-Tyler,8626,20,43677
2015,Yoakum,1-Lubbock,2663,32,8449
2015,Young,2-Abilene,4392,24,18571
2015,Zapata,11-Edinburg,4710,33,14282
2015,Zavala,8-San Antonio,3719,31,12180
2015,All Counties,All Regions,,,27326193
2014,Anderson,4-Tyler,11234,19,58428
2014,Andrews,9-Midland,5125,30,17229
2014,Angelina,5-Beaumont,23309,26,88489
2014,Aransas,11-Edinburg,4609,19,24851
2014,Archer,2-Abilene,1932,22,8725
2014,Armstrong,1-Lubbock,373,19,1928
2014,Atascosa,8-San Antonio,12882,27,47394
2014,Austin,6-Houston,6908,24,29208
2014,Bailey,1-Lubbock,2267,31,7356
2014,Bandera,8-San Antonio,3621,17,20763
2014,Bastrop,7-Austin,20071,25,78891
2014,Baylor,2-Abilene,797,22,3669
2014,Bee,11-Edinburg,7127,22,32839
2014,Bell,7-Austin,95034,29,328465
2014,Bexar,8-San Antonio,489367,26,1860266
2014,Blanco,7-Austin,2161,20,10886
2014,Borden,9-Midland,115,18,656
2014,Bosque,7-Austin,3858,21,17998
2014,Bowie,4-Tyler,20939,23,92584
2014,Brazoria,6-Houston,90160,27,337303
2014,Brazos,7-Austin,44361,22,206096
2014,Brewster,10-El Paso,1969,21,9230
2014,Briscoe,1-Lubbock,331,21,1600
2014,Brooks,11-Edinburg,1913,26,7221
2014,Brown,2-Abilene,8867,23,38495
2014,Burleson,7-Austin,3965,23,17414
2014,Burnet,7-Austin,9906,22,44838
2014,Caldwell,7-Austin,10374,26,40432
2014,Calhoun,8-San Antonio,5568,25,21996
2014,Callahan,2-Abilene,2910,22,13488
2014,Cameron,11-Edinburg,130534,31,416308
2014,Camp,4-Tyler,3279,26,12758
2014,Carson,1-Lubbock,1420,24,5989
2014,Cass,4-Tyler,6804,22,30489
2014,Castro,1-Lubbock,2220,29,7637
2014,Chambers,6-Houston,10122,27,37652
2014,Cherokee,4-Tyler,13267,26,51438
2014,Childress,1-Lubbock,1464,21,7062
2014,Clay,2-Abilene,2143,21,10361
2014,Cochran,1-Lubbock,899,28,3165
2014,Coke,9-Midland,658,20,3278
2014,Coleman,2-Abilene,1945,22,8730
2014,Collin,3-Arlington,241744,28,879201
2014,Collingsworth,1-Lubbock,828,27,3093
2014,Colorado,6-Houston,4875,23,21009
2014,Comal,8-San Antonio,27749,23,122263
2014,Comanche,2-Abilene,3142,23,13607
2014,Concho,9-Midland,551,13,4095
2014,Cooke,3-Arlington,9332,24,38942
2014,Coryell,7-Austin,20646,27,76474
2014,Cottle,2-Abilene,331,22,1501
2014,Crane,9-Midland,1430,29,5010
2014,Crockett,9-Midland,967,25,3849
2014,Crosby,1-Lubbock,1667,27,6182
2014,Culberson,10-El Paso,549,24,2330
2014,Dallam,1-Lubbock,2082,30,6884
2014,Dallas,3-Arlington,683635,27,2514350
2014,Dawson,9-Midland,3287,24,13697
2014,DeWitt,8-San Antonio,4474,22,20693
2014,Deaf Smith,1-Lubbock,5923,31,18813
2014,Delta,4-Tyler,1116,21,5281
2014,Denton,3-Arlington,195830,26,748901
2014,Dickens,1-Lubbock,388,17,2283
2014,Dimmit,8-San Antonio,3088,29,10598
2014,Donley,1-Lubbock,704,20,3542
2014,Duval,11-Edinburg,3017,26,11819
2014,Eastland,2-Abilene,4145,22,18445
2014,Ector,9-Midland,45449,30,154070
2014,Edwards,8-San Antonio,394,20,1995
2014,El Paso,10-El Paso,237935,29,831949
2014,Ellis,3-Arlington,43663,27,160531
2014,Erath,3-Arlington,8471,22,39123
2014,Falls,7-Austin,3619,21,17347
2014,Fannin,3-Arlington,7130,21,34147
2014,Fayette,7-Austin,5399,22,25067
2014,Fisher,2-Abilene,815,21,3952
2014,Floyd,1-Lubbock,1632,27,6090
2014,Foard,2-Abilene,246,19,1274
2014,Fort Bend,6-Houston,186665,28,677179
2014,Franklin,4-Tyler,2630,25,10700
2014,Freestone,7-Austin,4486,23,19830
2014,Frio,8-San Antonio,4372,24,18282
2014,Gaines,9-Midland,6540,34,19269
2014,Galveston,6-Houston,78137,25,315903
2014,Garza,1-Lubbock,1311,20,6580
2014,Gillespie,8-San Antonio,4884,19,25273
2014,Glasscock,9-Midland,305,24,1273
2014,Goliad,8-San Antonio,1563,21,7420
2014,Gonzales,8-San Antonio,5473,27,20473
2014,Gray,1-Lubbock,5663,25,23083
2014,Grayson,3-Arlington,29708,24,125302
2014,Gregg,4-Tyler,31558,26,123613
2014,Grimes,7-Austin,6036,22,27526
2014,Guadalupe,8-San Antonio,38021,26,145580
2014,Hale,1-Lubbock,9867,28,35055
2014,Hall,1-Lubbock,805,24,3303
2014,Hamilton,7-Austin,1800,22,8370
2014,Hansford,1-Lubbock,1662,29,5669
2014,Hardeman,2-Abilene,961,24,3983
2014,Hardin,5-Beaumont,13615,25,55546
2014,Harris,6-Houston,1217369,27,4439257
2014,Harrison,4-Tyler,17041,26,66764
2014,Hartley,1-Lubbock,1264,21,6020
2014,Haskell,2-Abilene,1186,20,5952
2014,Hays,7-Austin,44168,24,184417
2014,Hemphill,1-Lubbock,1227,30,4073
2014,Henderson,4-Tyler,17359,22,79723
2014,Hidalgo,11-Edinburg,262878,32,812661
2014,Hill,7-Austin,8512,24,35396
2014,Hockley,1-Lubbock,6294,27,23530
2014,Hood,3-Arlington,11025,20,54101
2014,Hopkins,4-Tyler,8687,24,35958
2014,Houston,5-Beaumont,4577,20,23236
2014,Howard,9-Midland,8417,23,37225
2014,Hudspeth,10-El Paso,847,25,3411
2014,Hunt,3-Arlington,21145,24,89458
2014,Hutchinson,1-Lubbock,5543,25,21823
2014,Irion,9-Midland,304,20,1546
2014,Jack,2-Abilene,1900,21,8949
2014,Jackson,8-San Antonio,3780,26,14777
2014,Jasper,5-Beaumont,8494,24,35727
2014,Jeff Davis,10-El Paso,339,15,2212
2014,Jefferson,5-Beaumont,59160,23,254671
2014,Jim Hogg,11-Edinburg,1507,29,5210
2014,Jim Wells,11-Edinburg,11691,28,41678
2014,Johnson,3-Arlington,41754,26,159112
2014,Jones,2-Abilene,3465,17,19955
2014,Karnes,8-San Antonio,3049,20,14978
2014,Kaufman,3-Arlington,30145,27,111494
2014,Kendall,8-San Antonio,8704,23,37826
2014,Kenedy,11-Edinburg,99,23,439
2014,Kent,2-Abilene,165,21,792
2014,Kerr,8-San Antonio,10029,20,50604
2014,Kimble,9-Midland,853,19,4487
2014,King,1-Lubbock,61,21,292
2014,Kinney,8-San Antonio,682,19,3499
2014,Kleberg,11-Edinburg,7521,24,31366
2014,Knox,2-Abilene,950,25,3786
2014,La Salle,8-San Antonio,1495,20,7421
2014,Lamar,4-Tyler,11602,23,49938
2014,Lamb,1-Lubbock,3666,27,13474
2014,Lampasas,7-Austin,4576,23,20169
2014,Lavaca,8-San Antonio,4541,23,19683
2014,Lee,7-Austin,4189,25,17007
2014,Leon,7-Austin,3739,22,17123
2014,Liberty,6-Houston,19581,25,79318
2014,Limestone,7-Austin,5334,23,23463
2014,Lipscomb,1-Lubbock,884,26,3425
2014,Live Oak,11-Edinburg,2295,20,11688
2014,Llano,7-Austin,3023,16,19323
2014,Loving,9-Midland,11,13,86
2014,Lubbock,1-Lubbock,70994,24,292195
2014,Lynn,1-Lubbock,1511,26,5737
2014,Madison,7-Austin,3042,22,13960
2014,Marion,4-Tyler,1928,18,10478
2014,Martin,9-Midland,1495,29,5237
2014,Mason,9-Midland,794,20,3949
2014,Matagorda,6-Houston,9224,25,36887
2014,Maverick,8-San Antonio,17814,32,56529
2014,McCulloch,9-Midland,1947,23,8393
2014,McLennan,7-Austin,62408,26,242012
2014,McMullen,11-Edinburg,128,17,738
2014,Medina,8-San Antonio,11538,24,47769
2014,Menard,9-Midland,418,19,2206
2014,Midland,9-Midland,42262,27,153832
2014,Milam,7-Austin,6094,25,24653
2014,Mills,7-Austin,1080,22,4879
2014,Mitchell,2-Abilene,1802,19,9581
2014,Montague,2-Abilene,4355,22,19508
2014,Montgomery,6-Houston,134996,26,513529
2014,Moore,1-Lubbock,6656,31,21762
2014,Morris,4-Tyler,2830,22,12743
2014,Motley,1-Lubbock,241,20,1197
2014,Nacogdoches,5-Beaumont,13985,22,63644
2014,Navarro,3-Arlington,12191,25,47876
2014,Newton,5-Beaumont,2916,21,14117
2014,Nolan,2-Abilene,3937,26,15334
2014,Nueces,11-Edinburg,90128,25,356712
2014,Ochiltree,1-Lubbock,3270,31,10626
2014,Oldham,1-Lubbock,661,31,2120
2014,Orange,5-Beaumont,19678,24,83588
2014,Palo Pinto,3-Arlington,6566,23,28006
2014,Panola,4-Tyler,5899,24,24155
2014,Parker,3-Arlington,29647,24,123954
2014,Parmer,1-Lubbock,2853,29,9801
2014,Pecos,9-Midland,3873,24,15984
2014,Polk,5-Beaumont,9370,20,46700
2014,Potter,1-Lubbock,32448,27,121993
2014,Presidio,10-El Paso,1804,26,6918
2014,Rains,4-Tyler,2204,20,11102
2014,Randall,1-Lubbock,30953,24,126686
2014,Reagan,9-Midland,1062,29,3655
2014,Real,8-San Antonio,606,18,3357
2014,Red River,4-Tyler,2602,20,12789
2014,Reeves,9-Midland,3162,22,14483
2014,Refugio,11-Edinburg,1715,23,7454
2014,Roberts,1-Lubbock,236,25,946
2014,Robertson,7-Austin,3856,23,16704
2014,Rockwall,3-Arlington,24080,28,87381
2014,Runnels,2-Abilene,2563,24,10674
2014,Rusk,4-Tyler,11824,22,53097
2014,Sabine,5-Beaumont,1935,19,10462
2014,San Augustine,5-Beaumont,1679,19,8660
2014,San Jacinto,5-Beaumont,6141,22,27337
2014,San Patricio,11-Edinburg,17949,27,67203
2014,San Saba,7-Austin,1180,20,5965
2014,Schleicher,9-Midland,939,28,3305
2014,Scurry,2-Abilene,4358,25,17441
2014,Shackelford,2-Abilene,765,23,3356
2014,Shelby,5-Beaumont,6680,26,25542
2014,Sherman,1-Lubbock,832,27,3096
2014,Smith,4-Tyler,55061,25,220076
2014,Somervell,3-Arlington,2049,23,8744
2014,Starr,11-Edinburg,20140,32,62651
2014,Stephens,2-Abilene,2195,23,9583
2014,Sterling,9-Midland,276,23,1189
2014,Stonewall,2-Abilene,310,21,1494
2014,Sutton,9-Midland,1017,24,4187
2014,Swisher,1-Lubbock,1923,25,7613
2014,Tarrant,3-Arlington,520227,27,1940281
2014,Taylor,2-Abilene,33125,25,134797
2014,Terrell,9-Midland,209,21,1009
2014,Terry,1-Lubbock,3356,26,12790
2014,Throckmorton,2-Abilene,321,20,1571
2014,Titus,4-Tyler,9473,29,32663
2014,Tom Green,9-Midland,26604,23,114841
2014,Travis,7-Austin,262552,23,1130447
2014,Trinity,5-Beaumont,2803,19,14459
2014,Tyler,5-Beaumont,4130,19,21547
2014,Upshur,4-Tyler,9348,23,40201
2014,Upton,9-Midland,966,27,3583
2014,Uvalde,8-San Antonio,7220,27,26870
2014,Val Verde,8-San Antonio,14055,29,48718
2014,Van Zandt,4-Tyler,12325,23,53704
2014,Victoria,8-San Antonio,22795,25,90819
2014,Walker,6-Houston,11752,17,69862
2014,Waller,6-Houston,11044,24,46013
2014,Ward,9-Midland,3241,28,11630
2014,Washington,7-Austin,7485,22,34207
2014,Webb,11-Edinburg,84391,32,259968
2014,Wharton,6-Houston,10810,26,41583
2014,Wheeler,1-Lubbock,1387,25,5562
2014,Wichita,2-Abilene,30056,23,132009
2014,Wilbarger,2-Abilene,3208,24,13301
2014,Willacy,11-Edinburg,5605,25,22154
2014,Williamson,7-Austin,132120,27,484096
2014,Wilson,8-San Antonio,11304,24,46322
2014,Winkler,9-Midland,2321,30,7844
2014,Wise,3-Arlington,14961,24,61785
2014,Wood,4-Tyler,8595,20,43328
2014,Yoakum,1-Lubbock,2615,31,8318
2014,Young,2-Abilene,4368,24,18561
2014,Zapata,11-Edinburg,4717,33,14240
2014,Zavala,8-San Antonio,3671,30,12065
2014,All Counties,All Regions,,,26876429
2013,Anderson,4-Tyler,11273,19,58453
2013,Andrews,9-Midland,4906,30,16556
2013,Angelina,5-Beaumont,23319,26,88085
2013,Aransas,11-Edinburg,4564,19,24407
2013,Archer,2-Abilene,1992,23,8794
2013,Armstrong,1-Lubbock,376,20,1919
2013,Atascosa,8-San Antonio,12882,28,46746
2013,Austin,6-Houston,6936,24,29004
2013,Bailey,1-Lubbock,2265,31,7307
2013,Bandera,8-San Antonio,3702,18,20685
2013,Bastrop,7-Austin,19938,26,77707
2013,Baylor,2-Abilene,783,21,3674
2013,Bee,11-Edinburg,7076,22,32579
2013,Bell,7-Austin,93427,29,324039
2013,Bexar,8-San Antonio,482657,26,1823167
2013,Blanco,7-Austin,2182,20,10781
2013,Borden,9-Midland,124,19,650
2013,Bosque,7-Austin,3890,22,18034
2013,Bowie,4-Tyler,21245,23,92576
2013,Brazoria,6-Houston,89287,27,331171
2013,Brazos,7-Austin,43179,21,203284
2013,Brewster,10-El Paso,1963,21,9222
2013,Briscoe,1-Lubbock,338,21,1602
2013,Brooks,11-Edinburg,1933,27,7219
2013,Brown,2-Abilene,8923,23,38399
2013,Burleson,7-Austin,3985,23,17362
2013,Burnet,7-Austin,9874,22,44285
2013,Caldwell,7-Austin,10250,26,39806
2013,Calhoun,8-San Antonio,5557,25,21840
2013,Callahan,2-Abilene,2981,22,13503
2013,Cameron,11-Edinburg,131325,32,413943
2013,Camp,4-Tyler,3279,26,12660
2013,Carson,1-Lubbock,1463,24,6036
2013,Cass,4-Tyler,6833,22,30495
2013,Castro,1-Lubbock,2277,29,7727
2013,Chambers,6-Houston,10071,27,36973
2013,Cherokee,4-Tyler,13219,26,51282
2013,Childress,1-Lubbock,1457,21,7060
2013,Clay,2-Abilene,2208,21,10456
2013,Cochran,1-Lubbock,897,29,3142
2013,Coke,9-Midland,664,20,3285
2013,Coleman,2-Abilene,1958,22,8762
2013,Collin,3-Arlington,238090,28,854441
2013,Collingsworth,1-Lubbock,834,27,3076
2013,Colorado,6-Houston,4857,23,20964
2013,Comal,8-San Antonio,27112,23,118614
2013,Comanche,2-Abilene,3163,23,13689
2013,Concho,9-Midland,557,14,4088
2013,Cooke,3-Arlington,9446,24,38792
2013,Coryell,7-Austin,20796,27,76245
2013,Cottle,2-Abilene,334,22,1496
2013,Crane,9-Midland,1376,28,4831
2013,Crockett,9-Midland,964,25,3813
2013,Crosby,1-Lubbock,1660,27,6134
2013,Culberson,10-El Paso,572,24,2348
2013,Dallam,1-Lubbock,2050,30,6821
2013,Dallas,3-Arlington,675797,27,2477724
2013,Dawson,9-Midland,3322,24,13718
2013,DeWitt,8-San Antonio,4457,22,20526
2013,Deaf Smith,1-Lubbock,5996,32,18947
2013,Delta,4-Tyler,1124,21,5258
2013,Denton,3-Arlington,192656,27,726618
2013,Dickens,1-Lubbock,410,18,2311
2013,Dimmit,8-San Antonio,3033,29,10420
2013,Donley,1-Lubbock,699,20,3562
2013,Duval,11-Edinburg,3016,26,11809
2013,Eastland,2-Abilene,4151,22,18458
2013,Ector,9-Midland,43934,29,149560
2013,Edwards,8-San Antonio,403,20,1988
2013,El Paso,10-El Paso,238375,29,824296
2013,Ellis,3-Arlington,43658,28,157767
2013,Erath,3-Arlington,8429,22,38792
2013,Falls,7-Austin,3663,21,17479
2013,Fannin,3-Arlington,7171,21,34075
2013,Fayette,7-Austin,5417,22,24934
2013,Fisher,2-Abilene,811,21,3946
2013,Floyd,1-Lubbock,1663,27,6159
2013,Foard,2-Abilene,247,19,1285
2013,Fort Bend,6-Houston,183299,28,653147
2013,Franklin,4-Tyler,2613,24,10668
2013,Freestone,7-Austin,4505,23,19823
2013,Frio,8-San Antonio,4295,24,18006
2013,Gaines,9-Midland,6424,34,18813
2013,Galveston,6-Houston,76887,25,309571
2013,Garza,1-Lubbock,1296,20,6541
2013,Gillespie,8-San Antonio,4903,19,25153
2013,Glasscock,9-Midland,315,25,1261
2013,Goliad,8-San Antonio,1564,21,7359
2013,Gonzales,8-San Antonio,5433,27,20306
2013,Gray,1-Lubbock,5598,24,22924
2013,Grayson,3-Arlington,29504,24,124167
2013,Gregg,4-Tyler,31424,26,123148
2013,Grimes,7-Austin,6030,22,27286
2013,Guadalupe,8-San Antonio,37523,26,141895
2013,Hale,1-Lubbock,10034,28,35355
2013,Hall,1-Lubbock,824,25,3306
2013,Hamilton,7-Austin,1797,21,8399
2013,Hansford,1-Lubbock,1661,29,5647
2013,Hardeman,2-Abilene,977,24,4019
2013,Hardin,5-Beaumont,13751,25,55331
2013,Harris,6-Houston,1198398,28,4351290
2013,Harrison,4-Tyler,16973,26,66482
2013,Hartley,1-Lubbock,1291,21,6018
2013,Haskell,2-Abilene,1191,20,5926
2013,Hays,7-Austin,42857,24,177267
2013,Hemphill,1-Lubbock,1180,30,3993
2013,Henderson,4-Tyler,17469,22,79425
2013,Hidalgo,11-Edinburg,263979,33,803166
2013,Hill,7-Austin,8535,24,35328
2013,Hockley,1-Lubbock,6226,27,23349
2013,Hood,3-Arlington,10940,21,53357
2013,Hopkins,4-Tyler,8730,24,35755
2013,Houston,5-Beaumont,4616,20,23335
2013,Howard,9-Midland,8238,23,36614
2013,Hudspeth,10-El Paso,887,26,3419
2013,Hunt,3-Arlington,21155,24,88570
2013,Hutchinson,1-Lubbock,5604,26,21897
2013,Irion,9-Midland,317,20,1550
2013,Jack,2-Abilene,1909,21,8969
2013,Jackson,8-San Antonio,3725,26,14596
2013,Jasper,5-Beaumont,8551,24,35725
2013,Jeff Davis,10-El Paso,357,16,2228
2013,Jefferson,5-Beaumont,59216,23,254084
2013,Jim Hogg,11-Edinburg,1516,29,5230
2013,Jim Wells,11-Edinburg,11690,28,41450
2013,Johnson,3-Arlington,41500,26,157027
2013,Jones,2-Abilene,3517,18,20009
2013,Karnes,8-San Antonio,3013,20,14926
2013,Kaufman,3-Arlington,30001,27,109360
2013,Kendall,8-San Antonio,8570,23,36647
2013,Kenedy,11-Edinburg,97,22,434
2013,Kent,2-Abilene,173,22,799
2013,Kerr,8-San Antonio,10024,20,50330
2013,Kimble,9-Midland,875,19,4513
2013,King,1-Lubbock,62,21,289
2013,Kinney,8-San Antonio,690,20,3515
2013,Kleberg,11-Edinburg,7662,24,31539
2013,Knox,2-Abilene,946,25,3763
2013,La Salle,8-San Antonio,1466,20,7284
2013,Lamar,4-Tyler,11708,23,49910
2013,Lamb,1-Lubbock,3740,28,13598
2013,Lampasas,7-Austin,4631,23,20035
